CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text,Value_orig,det_Flag
2010-05-04T15:56:00Z,2010,5,L50749-4,VA45A,NA,Nitrite + Nitrate Nitrogen,1.7,mg/L,,0.01,0.04,,1.7,FALSE
2018-12-12T17:28:00Z,2018,12,L71461-1,VA12A,NA,"Conductivity, Field",118,umhos/cm,,0.5,10,,118,FALSE
2016-03-16T15:58:00Z,2016,3,L65017-5,VA65A,NA,"pH, Field",7.58,pH,,NA,NA,,7.58,FALSE
2018-05-16T16:24:00Z,2018,5,L70045-4,VA45A,NA,Total Suspended Solids,2.4,mg/L,,1,2,,2.4,FALSE
2014-05-14T14:26:00Z,2014,5,L60168-3,VA37A,NA,Total Suspended Solids,8.94,mg/L,,1,2,,8.94,FALSE
2016-03-16T15:58:00Z,2016,3,L65017-5,VA65A,NA,Fecal Coliform,8,CFU/100ml,,NA,NA,,8,FALSE
2020-12-16T18:10:00Z,2020,12,L76004-3,VA37A,NA,Nitrite + Nitrate Nitrogen,2.02,mg/L,,0.01,0.04,,2.02,FALSE
2009-08-04T17:08:00Z,2009,8,L48676-3,VA42A,NA,"Conductivity, Field",180,umhos/cm,,0.5,10,,180,FALSE
2012-08-07T15:27:00Z,2012,8,L56073-4,VA45A,NA,Storm Or Non-Storm,NA,none,,NA,NA,N,NA,TRUE
2010-08-04T16:09:00Z,2010,8,L51322-4,VA45A,NA,Nitrite + Nitrate Nitrogen,1.53,mg/L,,0.01,0.04,,1.53,FALSE
2012-01-04T15:53:00Z,2012,1,L54852-3,VA42A,NA,Total Suspended Solids,3.5,mg/L,,0.5,1,,3.5,FALSE
2015-04-15T14:31:00Z,2015,4,L62512-3,VA37A,NA,Total Alkalinity,40.6,mg CaCO3/L,,1,5,,40.6,FALSE
2017-06-14T15:54:00Z,2017,6,L67925-5,VA65A,NA,Ammonia Nitrogen,0.0098,mg/L,<RDL,0.002,0.01,,0.0098,FALSE
2011-07-06T18:03:00Z,2011,7,L53554-1,VA12A,NA,Ammonia Nitrogen,0.0092,mg/L,<RDL,0.005,0.01,,0.0092,FALSE
2017-09-13T16:16:00Z,2017,9,L68504-4,VA45A,NA,Temperature,12.5,deg C,,NA,NA,,12.5,FALSE
2018-07-18T15:55:00Z,2018,7,L70359-6,VA65A,NA,Turbidity,4.17,NTU,,0.2,0.5,,4.17,FALSE
2015-10-14T19:36:00Z,2015,10,L63876-6,VA42A,NA,Fecal Coliform,34,CFU/100ml,,NA,NA,,34,FALSE
2013-04-02T21:21:00Z,2013,4,L57621-4,VA65A,NA,Total Phosphorus,0.0451,mg/L,,0.005,0.01,,0.0451,FALSE
2017-06-14T15:54:00Z,2017,6,L67925-5,VA65A,NA,Total Phosphorus,0.0596,mg/L,,0.005,0.01,,0.0596,FALSE
2015-08-12T15:54:00Z,2015,8,L63410-6,VA42A,NA,Total Suspended Solids,4.74,mg/L,,0.5,1,,4.74,FALSE
