Year,AMES_1,SNQDUVALL,RAGING_MTH,TOLT_MTH,PATTER_3,HARRIS_1,GRIFFIN,NFK_SNQ,SFK_SNQ,CHERRY_1,A620,0631,A632,0456A,A685,A631,0484,N484,0438,0442,B484,A499,A438,S484,0446,C484,A690,0444,J484,X438,C446,0498,A456,0632,0456,0484A,N484A,KTHA01,S478,A617,A432,0430,D474,0450CC,KTHA03,B499,A680,0474,0440,0478,KSHZ06,0470,KTHA02,0434,BB470,A670,X630,0486,A630,A687,D444,0450,A315,3106,0321,C320,D320,LSIN9,B319,LSIN1,C370,0322,G320,0311,0317,A319,FF321,A320,0305,J370,0309,0307,F321,0308,BSE_1MUDMTNRD,VA12A,VA65A,VA45A,VA37A,VA41A,VA42A,VA23A
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.046529,0.40162699999999996,NA,NA,0.85140420000000006,0.6608972000000001,0.6736342500000001,NA,0.8204469000000001,0.44305174999999997,1.7266515000000002,0.32218895000000003,0.58925675,1.2622920000000002,0.7055296500000001,1.9893195000000001,0.5751236,0.5429585,NA,1.2388395,1.1778629999999999,NA,NA,0.61362425,NA,NA,NA,NA,NA,1.093434,1.0418385000000001,NA,NA,1.262292,NA,0.5955923000000001,0.7772943000000001,1.196625,0.8645376,1.224768,0.9189474,1.24353,1.093434,NA,1.084053,NA,0.12286280000000001,1.571865,NA,0.79418010000000006,0.3967535,0.5146922,0.3889559,NA,0.40162699999999996,1.046529,NA,0.1881677,NA,NA,1.637532,0.24859910000000002,0.36702515,0.4786283,0.2768654,NA,0.9081592500000001,0.3714113,NA,0.4269692,0.35630344999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0934340000000002,0.6277301500000001,NA,NA,1.046529,0.7561507000000001,0.7847991000000001,NA,1.2435300000000002,0.4659572,1.825152,0.29197325,0.7031844,1.468674,0.66771115,NA,0.77588715,0.48301445000000004,NA,1.5108885,1.2013155,NA,NA,0.5512434500000001,NA,NA,NA,NA,NA,1.2200775,1.0512195000000002,NA,NA,1.252911,NA,NA,0.8035611,1.252911,0.8417123500000001,1.215387,0.8598471000000001,1.2857445,1.0887435,NA,NA,NA,0.1910918,1.5643602,NA,0.9902430000000001,0.42209569999999996,0.68207715,0.4240451,NA,0.6141116,1.084053,NA,0.21789605,NA,NA,1.8110805,0.284663,0.4172222,0.68905825,0.3031823,NA,0.9480285,0.37579745,NA,0.43622885,0.40844990000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8673519000000001,0.21643400000000002,NA,NA,0.7275750000000001,0.567326,0.8401470000000001,NA,0.7782324000000002,0.29441,1.80639,0.21643400000000002,0.577073,1.1450295000000001,0.604321,NA,0.479603,0.4649825000000001,NA,1.33734,1.0559100000000001,NA,NA,0.3967535,NA,NA,NA,NA,NA,0.9198855000000001,0.9386475000000001,NA,NA,1.24353,NA,NA,0.5916935,0.943338,0.6759795,1.290435,0.643858,1.196625,1.14972,NA,NA,NA,0.304157,0.9621000000000001,NA,0.7744800000000001,0.421121,0.469856,0.313904,NA,0.460109,1.0559100000000001,NA,0.206687,NA,NA,1.7125800000000002,0.148205,0.323651,0.46400779999999997,0.29441,NA,0.9536571,0.245675,NA,0.304157,0.29441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9105045,0.177446,NA,NA,0.8776710000000001,0.5868199999999999,0.8635995000000001,NA,0.479603,0.2700425,1.9002000000000001,0.2213075,0.577073,1.4311500000000001,0.6209345000000001,NA,0.653605,0.40162699999999996,NA,1.61877,1.102815,NA,NA,0.4747295,NA,NA,NA,NA,NA,1.102815,1.14972,NA,NA,1.33734,NA,NA,0.8307660000000001,1.4311500000000001,0.8354565,1.4311500000000001,0.8448375000000001,1.4311500000000001,1.290435,NA,NA,NA,0.2797895,0.6743125000000001,NA,0.858909,0.460109,0.7135035000000001,0.3675125,NA,0.73695600000000006,0.943338,NA,0.206687,NA,NA,1.571865,0.206687,0.352892,0.479603,0.27491600000000005,NA,0.8120040000000001,0.2797895,NA,0.3480185,0.33339800000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.690051,0.1628255,NA,NA,0.8073135,0.469856,0.7041225,NA,0.421121,0.19694,1.80639,0.16769900000000001,0.5478320000000001,1.24353,0.5478320000000001,NA,0.479603,0.3480185,NA,1.290435,0.933957,NA,NA,0.45036200000000004,NA,NA,NA,NA,NA,1.14972,0.8307660000000001,NA,NA,1.290435,NA,NA,0.6550490000000001,1.14972,0.6014405,1.24353,0.616061,1.33734,1.102815,NA,NA,NA,0.157952,0.45036200000000004,NA,0.86829,0.430868,0.6631690000000001,0.29441,NA,0.8026230000000001,1.0559100000000001,NA,0.177446,NA,0.8589090000000001,1.52496,0.1433315,0.29441,0.421121,0.2310545,NA,0.821385,0.29441,0.9574095,0.29441,0.2505485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0559100000000001,0.38700650000000003,NA,NA,0.9621000000000001,0.616061,0.67255,NA,0.793242,0.313904,1.947105,0.21156049999999998,0.567326,1.384245,0.625808,NA,0.5819464999999999,0.4649825,NA,1.4311500000000001,0.9527190000000001,NA,NA,0.5234645,NA,NA,NA,NA,NA,1.14972,1.14972,NA,NA,1.290435,NA,NA,0.802623,1.14972,0.7979325,1.33734,0.802623,1.33734,1.102815,NA,NA,NA,0.16769900000000001,1.80639,NA,0.933957,0.40162699999999996,0.518591,0.323651,0.7275750000000001,0.58682,1.14972,NA,0.148205,NA,0.746337,1.9940100000000003,0.2310545,0.3090305,0.5088440000000001,0.1920665,NA,0.933957,0.33339800000000003,0.8166945,0.323651,0.343145,0.6550490000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.084053,0.36507575000000003,NA,NA,0.9860215500000001,0.63722965,0.6684747000000001,NA,0.6414032000000001,0.27540335000000005,1.9048905,0.26809310000000003,0.6889850500000001,1.346721,0.7186630500000001,NA,0.51030605,0.5332115000000001,NA,1.3514115,0.9536571,NA,NA,0.44792525,NA,NA,NA,NA,NA,1.168482,0.8495280000000001,NA,NA,1.3091970000000002,NA,NA,0.77588715,1.24353,0.8692281000000001,1.365483,0.8457756000000001,1.421769,1.046529,NA,NA,NA,0.18085745000000003,1.4874360000000002,NA,0.9564714000000001,0.4191716,0.49958435,0.36361370000000004,0.8518732500000001,0.7041225,1.290435,0.4259945,0.1959653,0.050735,0.8317041000000001,1.7735565000000002,0.2154593,0.323651,0.4328174,0.304157,NA,0.9621000000000001,0.34217030000000004,0.8654757000000001,0.3470438,0.34411970000000003,0.7341417000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6043646,0.88376865,0.2856377,NA,NA,0.91941645,0.5566043,0.9555333,NA,0.5010464,0.27978949999999997,1.9002,0.2096111,0.5970543500000001,1.1075055,0.7322655,1.9142715,0.45231140000000003,0.4630331,NA,1.3420305,0.8922115500000001,NA,NA,0.4844765,NA,NA,NA,NA,0.9996240000000001,0.94380705,1.0559100000000001,NA,NA,1.4076975,NA,0.4571849,0.7984015500000001,1.2341490000000002,0.7613466,1.3983165,0.73179645,1.5296505000000002,0.8767329000000001,NA,NA,NA,0.14625559999999999,1.721961,NA,0.8035611,0.42843125000000004,0.4562102,0.36605045,0.8504661000000001,0.943338,1.2200775,1.684437,0.21789605,0.6199598000000001,0.8973711000000001,1.9471049999999999,0.1793954,0.37823419999999996,0.4591343,0.2973341,NA,1.027767,0.2963594,0.9480285,0.39334205,0.36361370000000004,0.7951182,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6004658,0.8898663000000001,0.2291051,NA,1.2013155000000002,0.9241069500000001,0.5468573,0.8645376000000001,NA,0.9180093,0.2242316,2.069058,0.26468165,0.6024152,1.3279590000000001,0.65358695,1.6656750000000002,0.5507561000000001,0.4337921,0.2154593,1.4733645000000002,0.9855525,NA,NA,0.5975417,NA,NA,NA,NA,1.0090050000000002,1.1028149999999999,1.112196,NA,NA,1.4780550000000001,NA,0.46449515,0.7918348500000001,1.2060060000000001,0.7622847000000001,1.5577934999999998,0.7857372,1.6375320000000002,1.215387,NA,NA,NA,0.38700650000000003,1.562484,NA,1.0371480000000002,0.46059635,0.4230704,0.4191716,0.7655680500000002,0.9705429000000001,1.05591,NA,0.2086364,NA,0.9808620000000001,1.918962,0.2836883,0.39480410000000005,0.5585536999999999,0.3080558,NA,0.971481,0.37969625,1.187244,0.39577880000000004,0.39967759999999997,0.68020095,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5683007,0.85374945,0.24664970000000003,NA,1.1872440000000002,0.9686667000000001,0.57073745,0.708813,NA,0.5244392,0.2447003,2.1816299999999997,0.2310545,0.45474815,1.384245,0.7622847,1.6891275000000001,0.6409158500000001,0.45572285,0.25542200000000004,1.5155790000000002,0.9996240000000001,NA,NA,0.5887694,NA,NA,NA,NA,0.8570328,1.356102,1.2341490000000002,NA,NA,1.5061980000000001,NA,0.51615425,0.8420232000000001,1.018386,0.8612542500000001,1.646913,0.74774415,1.7360325000000003,1.2716730000000003,NA,NA,0.9161331000000001,0.3100052,1.9142715,NA,1.0934340000000002,0.4454885,0.43233005,0.3606896,0.6608972000000001,0.5156669,1.0230765000000002,NA,0.21302255,NA,1.0699815,1.918962,0.24957380000000004,0.35679079999999996,0.40406374999999994,0.28807445,NA,0.7969944,0.27394130000000005,1.2388395,0.36117695,0.34655645,0.5741489,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5624524999999999,0.8879901000000001,0.1277363,NA,1.2763635,0.9386475000000001,0.5541675500000001,0.7416465000000001,NA,0.606314,0.2447003,2.0456055,0.1959653,0.5302874000000001,1.2857445,0.6881748,1.890819,0.5351609,0.39431675,0.23592799999999997,1.412388,0.7688514000000001,NA,NA,0.5419838,NA,NA,1.984629,NA,0.8317041000000001,1.177863,1.215387,NA,NA,1.440531,NA,0.44061500000000003,0.8476518000000001,1.187244,0.75712515,1.3795545000000002,0.7580632500000001,1.6281510000000001,1.177863,NA,NA,0.7716657000000001,0.19304120000000002,NA,NA,0.9996240000000001,0.4454885,0.5780476999999999,0.38944325,0.6862986,0.6989629500000001,1.018386,NA,0.2076617,NA,1.05591,1.675056,0.1540532,0.372386,0.499097,0.2885618,NA,0.8401470000000001,0.27491600000000005,1.14972,0.3392462,0.32023955000000004,0.6121622,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6092381,0.8673519000000001,0.2242316,NA,1.215387,1.412388,0.53662295,0.7064677500000001,NA,0.6947415000000001,0.26370695,2.134725,0.206687,0.5741489,1.1731725000000002,0.625808,1.52496,0.6521249,0.36020225000000006,0.2232569,1.3795545,0.7669752000000001,NA,NA,0.5955923,NA,NA,1.5953175000000002,NA,0.7599394500000001,1.121577,1.187244,0.8148183,NA,1.4358405,NA,0.51810365,0.7561870500000001,1.1778629999999999,0.8054373,1.534341,0.6879920500000001,1.6000080000000003,1.130958,0.8842377000000001,NA,1.121577,0.32852450000000005,NA,NA,0.8851758000000001,0.45279875,0.5975417,0.35776549999999996,0.7594704000000001,0.830766,1.2435300000000002,NA,0.2096111,NA,1.2060060000000001,1.675056,0.1423568,0.3577655,0.45182405000000003,0.31097990000000003,NA,0.96444525,0.2963594,1.3795545,0.3889559,0.3372968,0.7069368,NA,NA,NA,NA,NA,NA,NA,NA,NA
