site_no	datetime	149551_00060_00003_cd
15s	20d	10s
12213100	10/26/2007	4200
12213100	10/27/2007	3420
12213100	10/28/2007	2990
12213100	10/29/2007	2710
12213100	10/30/2007	2480
12213100	10/31/2007	2220
12213100	11/1/2007	2040
12213100	11/2/2007	1890
12213100	11/3/2007	1880
12213100	11/4/2007	3150
12213100	11/5/2007	2880
12213100	11/6/2007	2260
12213100	11/7/2007	2090
12213100	11/8/2007	2280
12213100	11/9/2007	2750
12213100	11/10/2007	3790
12213100	11/11/2007	3590
12213100	11/12/2007	2910
12213100	11/13/2007	3650
12213100	11/14/2007	2840
12213100	11/15/2007	2770
12213100	11/16/2007	9290
12213100	11/17/2007	8760
12213100	11/18/2007	5880
12213100	11/19/2007	4370
12213100	11/20/2007	3610
12213100	11/21/2007	3100
12213100	11/22/2007	2740
12213100	11/23/2007	2480
12213100	11/24/2007	2280
12213100	11/25/2007	2110
12213100	11/26/2007	1990
12213100	11/27/2007	2250
12213100	11/28/2007	2130
12213100	11/29/2007	1980
12213100	11/30/2007	1820
12213100	12/1/2007	1700
12213100	12/2/2007	1660
12213100	12/3/2007	7360
12213100	12/4/2007	20300
12213100	12/5/2007	15900
12213100	12/6/2007	9370
12213100	12/7/2007	6610
12213100	12/8/2007	5050
12213100	12/9/2007	4060
12213100	12/10/2007	3530
12213100	12/11/2007	3110
12213100	12/12/2007	2870
12213100	12/13/2007	2690
12213100	12/14/2007	2820
12213100	12/15/2007	3040
12213100	12/16/2007	3270
12213100	12/17/2007	3050
12213100	12/18/2007	2910
12213100	12/19/2007	3680
12213100	12/20/2007	3900
12213100	12/21/2007	3230
12213100	12/22/2007	2980
12213100	12/23/2007	3470
12213100	12/24/2007	4430
12213100	12/25/2007	3530
12213100	12/26/2007	3290
12213100	12/27/2007	3100
12213100	12/28/2007	3210
12213100	12/29/2007	3460
12213100	12/30/2007	3070
12213100	12/31/2007	2740
12213100	1/1/2008	2460
12213100	1/2/2008	2450
12213100	1/3/2008	2650
12213100	1/4/2008	3140
12213100	1/5/2008	3820
12213100	1/6/2008	3350
12213100	1/7/2008	2820
12213100	1/8/2008	2540
12213100	1/9/2008	2520
12213100	1/10/2008	2920
12213100	1/11/2008	5250
12213100	1/12/2008	5300
12213100	1/13/2008	5160
12213100	1/14/2008	4970
12213100	1/15/2008	5950
12213100	1/16/2008	4450
12213100	1/17/2008	3740
12213100	1/18/2008	3280
12213100	1/19/2008	3070
12213100	1/20/2008	3020
12213100	1/21/2008	2650
12213100	1/22/2008	2400
12213100	1/23/2008	2260
12213100	1/24/2008	2160
12213100	1/25/2008	2050
12213100	1/26/2008	1970
12213100	1/27/2008	1980
12213100	1/28/2008	1890
12213100	1/29/2008	1830
12213100	1/30/2008	1830
12213100	1/31/2008	1890
12213100	2/1/2008	2030
12213100	2/2/2008	2060
12213100	2/3/2008	1960
12213100	2/4/2008	1810
12213100	2/5/2008	1900
12213100	2/6/2008	2320
12213100	2/7/2008	2460
12213100	2/8/2008	2920
12213100	2/9/2008	3300
12213100	2/10/2008	3850
12213100	2/11/2008	4390
12213100	2/12/2008	3820
12213100	2/13/2008	3900
12213100	2/14/2008	3360
12213100	2/15/2008	2940
12213100	2/16/2008	2930
12213100	2/17/2008	2710
12213100	2/18/2008	2510
12213100	2/19/2008	2410
12213100	2/20/2008	2400
12213100	2/21/2008	2430
12213100	2/22/2008	2370
12213100	2/23/2008	2370
12213100	2/24/2008	2380
12213100	2/25/2008	2260
12213100	2/26/2008	2180
12213100	2/27/2008	2210
12213100	2/28/2008	2370
12213100	2/29/2008	2570
12213100	3/1/2008	3940
12213100	3/2/2008	3580
12213100	3/3/2008	2990
12213100	3/4/2008	2910
12213100	3/5/2008	2670
12213100	3/6/2008	2440
12213100	3/7/2008	2310
12213100	3/8/2008	2480
12213100	3/9/2008	2790
12213100	3/10/2008	2710
12213100	3/11/2008	5230
12213100	3/12/2008	4950
12213100	3/13/2008	3760
12213100	3/14/2008	3400
12213100	3/15/2008	3370
12213100	3/16/2008	3200
12213100	3/17/2008	3120
12213100	3/18/2008	3100
12213100	3/19/2008	2820
12213100	3/20/2008	2740
12213100	3/21/2008	2700
12213100	3/22/2008	2510
12213100	3/23/2008	2560
12213100	3/24/2008	3300
12213100	3/25/2008	2810
12213100	3/26/2008	2630
12213100	3/27/2008	2590
12213100	3/28/2008	2380
12213100	3/29/2008	2400
12213100	3/30/2008	2520
12213100	3/31/2008	2360
12213100	4/1/2008	2240
12213100	4/2/2008	2090
12213100	4/3/2008	1990
12213100	4/4/2008	1950
12213100	4/5/2008	1970
12213100	4/6/2008	1960
12213100	4/7/2008	2240
12213100	4/8/2008	2400
12213100	4/9/2008	2280
12213100	4/10/2008	2150
12213100	4/11/2008	2110
12213100	4/12/2008	2060
12213100	4/13/2008	2910
12213100	4/14/2008	3490
12213100	4/15/2008	3150
12213100	4/16/2008	2790
12213100	4/17/2008	2540
12213100	4/18/2008	2510
12213100	4/19/2008	2470
12213100	4/20/2008	2260
12213100	4/21/2008	2110
12213100	4/22/2008	1970
12213100	4/23/2008	1910
12213100	4/24/2008	1910
12213100	4/25/2008	2000
12213100	4/26/2008	1900
12213100	4/27/2008	1930
12213100	4/28/2008	2490
12213100	4/29/2008	4560
12213100	4/30/2008	4190
12213100	5/1/2008	3360
12213100	5/2/2008	2930
12213100	5/3/2008	2820
12213100	5/4/2008	3090
12213100	5/5/2008	3740
12213100	5/6/2008	4350
12213100	5/7/2008	4580
12213100	5/8/2008	4290
12213100	5/9/2008	3750
12213100	5/10/2008	3520
12213100	5/11/2008	4290
12213100	5/12/2008	4290
12213100	5/13/2008	3670
12213100	5/14/2008	4770
12213100	5/15/2008	7670
12213100	5/16/2008	9380
12213100	5/17/2008	12000
12213100	5/18/2008	15300
12213100	5/19/2008	13600
12213100	5/20/2008	15000
12213100	5/21/2008	15200
12213100	5/22/2008	10300
12213100	5/23/2008	8380
12213100	5/24/2008	8090
12213100	5/25/2008	9740
12213100	5/26/2008	11300
12213100	5/27/2008	10400
12213100	5/28/2008	10400
12213100	5/29/2008	10000
12213100	5/30/2008	8450
12213100	5/31/2008	7520
12213100	6/1/2008	7670
12213100	6/2/2008	7250
12213100	6/3/2008	6440
12213100	6/4/2008	8240
12213100	6/5/2008	7480
12213100	6/6/2008	8610
12213100	6/7/2008	7900
12213100	6/8/2008	6930
12213100	6/9/2008	6250
12213100	6/10/2008	7630
12213100	6/11/2008	6560
12213100	6/12/2008	6110
12213100	6/13/2008	6290
12213100	6/14/2008	7250
12213100	6/15/2008	6240
12213100	6/16/2008	6320
12213100	6/17/2008	6620
12213100	6/18/2008	5910
12213100	6/19/2008	5520
12213100	6/20/2008	5360
12213100	6/21/2008	6560
12213100	6/22/2008	7120
12213100	6/23/2008	6620
12213100	6/24/2008	5860
12213100	6/25/2008	5580
12213100	6/26/2008	5590
12213100	6/27/2008	5300
12213100	6/28/2008	6300
12213100	6/29/2008	8650
12213100	6/30/2008	10100
12213100	7/1/2008	10300
12213100	7/2/2008	9690
12213100	7/3/2008	9280
12213100	7/4/2008	9380
12213100	7/5/2008	7090
12213100	7/6/2008	6660
12213100	7/7/2008	5500
12213100	7/8/2008	4990
12213100	7/9/2008	5190
12213100	7/10/2008	5190
12213100	7/11/2008	4300
12213100	7/12/2008	3960
12213100	7/13/2008	4050
12213100	7/14/2008	4110
12213100	7/15/2008	3790
12213100	7/16/2008	3570
12213100	7/17/2008	3460
12213100	7/18/2008	3340
12213100	7/19/2008	3150
12213100	7/20/2008	3050
12213100	7/21/2008	3050
12213100	7/22/2008	3080
12213100	7/23/2008	2920
12213100	7/24/2008	2660
12213100	7/25/2008	2670
12213100	7/26/2008	2790
12213100	7/27/2008	2660
12213100	7/28/2008	2660
12213100	7/29/2008	2440
12213100	7/30/2008	3000
12213100	7/31/2008	2650
12213100	8/1/2008	2860
12213100	8/2/2008	3000
12213100	8/3/2008	2660
12213100	8/4/2008	2330
12213100	8/5/2008	2310
12213100	8/6/2008	2350
12213100	8/7/2008	2490
12213100	8/8/2008	2550
12213100	8/9/2008	2440
12213100	8/10/2008	3340
12213100	8/11/2008	2840
12213100	8/12/2008	2200
12213100	8/13/2008	2070
12213100	8/14/2008	2080
12213100	8/15/2008	2330
12213100	8/16/2008	2470
12213100	8/17/2008	2560
12213100	8/18/2008	2670
12213100	8/19/2008	2570
12213100	8/20/2008	3200
12213100	8/21/2008	10700
12213100	8/22/2008	7540
12213100	8/23/2008	3640
12213100	8/24/2008	3070
12213100	8/25/2008	4250
12213100	8/26/2008	3160
12213100	8/27/2008	3290
12213100	8/28/2008	3740
12213100	8/29/2008	4360
12213100	8/30/2008	6810
12213100	8/31/2008	4080
12213100	9/1/2008	3080
12213100	9/2/2008	2530
12213100	9/3/2008	2190
12213100	9/4/2008	1970
12213100	9/5/2008	1820
12213100	9/6/2008	1800
12213100	9/7/2008	1740
12213100	9/8/2008	1600
12213100	9/9/2008	1520
12213100	9/10/2008	1410
12213100	9/11/2008	1310
12213100	9/12/2008	1330
12213100	9/13/2008	1280
12213100	9/14/2008	1190
12213100	9/15/2008	1150
12213100	9/16/2008	1170
