CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text,Value_orig,det_Flag
2019-06-12T17:05:00Z,2019,6,L72455-4,321,NA,Orthophosphate Phosphorus,0.0299,mg/L,,5e-4,0.002,,0.0299,FALSE
2021-05-12T16:44:00Z,2021,5,L76861-4,321,NA,Orthophosphate Phosphorus,0.0237,mg/L,,5e-4,0.002,,0.0237,FALSE
2007-10-10T18:41:00Z,2007,10,L44145-7,322,NA,Nitrite + Nitrate Nitrogen,1.66,mg/L,,0.04,0.08,,1.66,FALSE
2007-11-07T19:10:00Z,2007,11,L44459-7,322,NA,Total Suspended Solids,0.99,mg/L,<RDL,0.5,1.1,,0.99,FALSE
1987-06-10T07:00:00Z,1987,6,8704763,322,1,Total Suspended Solids,2,mg/L,,NA,NA,2.00||King County Nstream Database/B53311,2,FALSE
1980-09-10T07:00:00Z,1980,9,8015641,322,1,Nitrite + Nitrate Nitrogen,1.412388,mg/L,,NA,NA,1.479||King County Nstream Database/RS2,1.48,FALSE
1996-02-13T19:30:00Z,1996,2,L7872-7,322,NA,Total Suspended Solids,25.4,mg/L,,0.5,1,,25.4,FALSE
2014-11-12T18:24:00Z,2014,11,L61583-7,322,NA,Total Suspended Solids,4.81,mg/L,,0.5,1,,4.81,FALSE
2002-09-10T18:00:00Z,2002,9,L25699-4,321,NA,Nitrite + Nitrate Nitrogen,0.7219464000000001,mg/L,,0.02,0.04,,0.744,FALSE
2020-01-22T17:44:00Z,2020,1,L73946-4,321,NA,Total Suspended Solids,3.6,mg/L,,0.5,1,,3.6,FALSE
