"","Month","Year_mon","variable","value","Wtr_Year"
"39524","May",May 1989,"TOLT_MTH",NA,1989
"39525","June",Jun 1989,"TOLT_MTH",NA,1989
"39526","July",Jul 1989,"TOLT_MTH",NA,1989
"39527","August",Aug 1989,"TOLT_MTH",NA,1989
"39528","September",Sep 1989,"TOLT_MTH",NA,1989
"39529","October",Oct 1989,"TOLT_MTH",NA,1990
"39530","November",Nov 1989,"TOLT_MTH",NA,1990
"39531","December",Dec 1989,"TOLT_MTH",NA,1990
"39532","January",Jan 1990,"TOLT_MTH",NA,1990
"39533","February",Feb 1990,"TOLT_MTH",NA,1990
"39534","March",Mar 1990,"TOLT_MTH",NA,1990
"39535","April",Apr 1990,"TOLT_MTH",NA,1990
"39536","May",May 1990,"TOLT_MTH",NA,1990
"39537","June",Jun 1990,"TOLT_MTH",NA,1990
"39538","July",Jul 1990,"TOLT_MTH",NA,1990
"39539","August",Aug 1990,"TOLT_MTH",NA,1990
"39540","September",Sep 1990,"TOLT_MTH",NA,1990
"39541","October",Oct 1990,"TOLT_MTH",NA,1991
"39542","November",Nov 1990,"TOLT_MTH",NA,1991
"39543","December",Dec 1990,"TOLT_MTH",NA,1991
"39544","January",Jan 1991,"TOLT_MTH",NA,1991
"39545","February",Feb 1991,"TOLT_MTH",NA,1991
"39546","March",Mar 1991,"TOLT_MTH",NA,1991
"39547","April",Apr 1991,"TOLT_MTH",NA,1991
"39548","May",May 1991,"TOLT_MTH",NA,1991
"39549","June",Jun 1991,"TOLT_MTH",NA,1991
"39550","July",Jul 1991,"TOLT_MTH",NA,1991
"39551","August",Aug 1991,"TOLT_MTH",NA,1991
"39552","September",Sep 1991,"TOLT_MTH",NA,1991
"39553","October",Oct 1991,"TOLT_MTH",NA,1992
"39554","November",Nov 1991,"TOLT_MTH",NA,1992
"39555","December",Dec 1991,"TOLT_MTH",NA,1992
"39556","January",Jan 1992,"TOLT_MTH",NA,1992
"39557","February",Feb 1992,"TOLT_MTH",NA,1992
"39558","March",Mar 1992,"TOLT_MTH",NA,1992
"39559","April",Apr 1992,"TOLT_MTH",NA,1992
"39560","May",May 1992,"TOLT_MTH",NA,1992
"39561","June",Jun 1992,"TOLT_MTH",NA,1992
"39562","July",Jul 1992,"TOLT_MTH",NA,1992
"39563","August",Aug 1992,"TOLT_MTH",NA,1992
"39564","September",Sep 1992,"TOLT_MTH",NA,1992
"39565","October",Oct 1992,"TOLT_MTH",NA,1993
"39566","November",Nov 1992,"TOLT_MTH",NA,1993
"39567","December",Dec 1992,"TOLT_MTH",NA,1993
"39568","January",Jan 1993,"TOLT_MTH",NA,1993
"39569","February",Feb 1993,"TOLT_MTH",NA,1993
"39570","March",Mar 1993,"TOLT_MTH",NA,1993
"39571","April",Apr 1993,"TOLT_MTH",NA,1993
"39572","May",May 1993,"TOLT_MTH",NA,1993
"39573","June",Jun 1993,"TOLT_MTH",NA,1993
"39574","July",Jul 1993,"TOLT_MTH",NA,1993
"39575","August",Aug 1993,"TOLT_MTH",NA,1993
"39576","September",Sep 1993,"TOLT_MTH",NA,1993
"39577","October",Oct 1993,"TOLT_MTH",NA,1994
"39578","November",Nov 1993,"TOLT_MTH",NA,1994
"39579","December",Dec 1993,"TOLT_MTH",NA,1994
"39580","January",Jan 1994,"TOLT_MTH",NA,1994
"39581","February",Feb 1994,"TOLT_MTH",NA,1994
"39582","March",Mar 1994,"TOLT_MTH",NA,1994
"39583","April",Apr 1994,"TOLT_MTH",NA,1994
"39584","May",May 1994,"TOLT_MTH",NA,1994
"39585","June",Jun 1994,"TOLT_MTH",NA,1994
"39586","July",Jul 1994,"TOLT_MTH",NA,1994
"39587","August",Aug 1994,"TOLT_MTH",NA,1994
"39588","September",Sep 1994,"TOLT_MTH",NA,1994
"39589","October",Oct 1994,"TOLT_MTH",NA,1995
"39590","November",Nov 1994,"TOLT_MTH",NA,1995
"39591","December",Dec 1994,"TOLT_MTH",NA,1995
"39592","January",Jan 1995,"TOLT_MTH",NA,1995
"39593","February",Feb 1995,"TOLT_MTH",NA,1995
"39594","March",Mar 1995,"TOLT_MTH",NA,1995
"39595","April",Apr 1995,"TOLT_MTH",NA,1995
"39596","May",May 1995,"TOLT_MTH",NA,1995
"39597","June",Jun 1995,"TOLT_MTH",NA,1995
"39598","July",Jul 1995,"TOLT_MTH",NA,1995
"39599","August",Aug 1995,"TOLT_MTH",NA,1995
"39600","September",Sep 1995,"TOLT_MTH",NA,1995
"39601","October",Oct 1995,"TOLT_MTH",NA,1996
"39602","November",Nov 1995,"TOLT_MTH",NA,1996
"39603","December",Dec 1995,"TOLT_MTH",NA,1996
"39604","January",Jan 1996,"TOLT_MTH",NA,1996
"39605","February",Feb 1996,"TOLT_MTH",NA,1996
"39606","March",Mar 1996,"TOLT_MTH",NA,1996
"39607","April",Apr 1996,"TOLT_MTH",NA,1996
"39608","May",May 1996,"TOLT_MTH",NA,1996
"39609","June",Jun 1996,"TOLT_MTH",NA,1996
"39610","July",Jul 1996,"TOLT_MTH",NA,1996
"39611","August",Aug 1996,"TOLT_MTH",NA,1996
"39612","September",Sep 1996,"TOLT_MTH",NA,1996
"39613","October",Oct 1996,"TOLT_MTH",NA,1997
"39614","November",Nov 1996,"TOLT_MTH",NA,1997
"39615","December",Dec 1996,"TOLT_MTH",NA,1997
"39616","January",Jan 1997,"TOLT_MTH",NA,1997
"39617","February",Feb 1997,"TOLT_MTH",NA,1997
"39618","March",Mar 1997,"TOLT_MTH",NA,1997
"39619","April",Apr 1997,"TOLT_MTH",NA,1997
"39620","May",May 1997,"TOLT_MTH",NA,1997
"39621","June",Jun 1997,"TOLT_MTH",NA,1997
"39622","July",Jul 1997,"TOLT_MTH",NA,1997
"39623","August",Aug 1997,"TOLT_MTH",NA,1997
"39624","September",Sep 1997,"TOLT_MTH",NA,1997
"39625","October",Oct 1997,"TOLT_MTH",NA,1998
"39626","November",Nov 1997,"TOLT_MTH",NA,1998
"39627","December",Dec 1997,"TOLT_MTH",NA,1998
"39628","January",Jan 1998,"TOLT_MTH",NA,1998
"39629","February",Feb 1998,"TOLT_MTH",NA,1998
"39630","March",Mar 1998,"TOLT_MTH",NA,1998
"39631","April",Apr 1998,"TOLT_MTH",NA,1998
"39632","May",May 1998,"TOLT_MTH",NA,1998
"39633","June",Jun 1998,"TOLT_MTH",NA,1998
"39634","July",Jul 1998,"TOLT_MTH",NA,1998
"39635","August",Aug 1998,"TOLT_MTH",NA,1998
"39636","September",Sep 1998,"TOLT_MTH",NA,1998
"39637","October",Oct 1998,"TOLT_MTH",NA,1999
"39638","November",Nov 1998,"TOLT_MTH",NA,1999
"39639","December",Dec 1998,"TOLT_MTH",NA,1999
"39640","January",Jan 1999,"TOLT_MTH",NA,1999
"39641","February",Feb 1999,"TOLT_MTH",NA,1999
"39642","March",Mar 1999,"TOLT_MTH",NA,1999
"39643","April",Apr 1999,"TOLT_MTH",NA,1999
"39644","May",May 1999,"TOLT_MTH",NA,1999
"39645","June",Jun 1999,"TOLT_MTH",NA,1999
"39646","July",Jul 1999,"TOLT_MTH",NA,1999
"39647","August",Aug 1999,"TOLT_MTH",NA,1999
"39648","September",Sep 1999,"TOLT_MTH",NA,1999
"39649","October",Oct 1999,"TOLT_MTH",NA,2000
"39650","November",Nov 1999,"TOLT_MTH",NA,2000
"39651","December",Dec 1999,"TOLT_MTH",NA,2000
"39652","January",Jan 2000,"TOLT_MTH",NA,2000
"39653","February",Feb 2000,"TOLT_MTH",NA,2000
"39654","March",Mar 2000,"TOLT_MTH",NA,2000
"39655","April",Apr 2000,"TOLT_MTH",NA,2000
"39656","May",May 2000,"TOLT_MTH",NA,2000
"39657","June",Jun 2000,"TOLT_MTH",NA,2000
"39658","July",Jul 2000,"TOLT_MTH",NA,2000
"39659","August",Aug 2000,"TOLT_MTH",NA,2000
"39660","September",Sep 2000,"TOLT_MTH",NA,2000
"39661","October",Oct 2000,"TOLT_MTH",NA,2001
"39662","November",Nov 2000,"TOLT_MTH",NA,2001
"39663","December",Dec 2000,"TOLT_MTH",NA,2001
"39664","January",Jan 2001,"TOLT_MTH",NA,2001
"39665","February",Feb 2001,"TOLT_MTH",NA,2001
"39666","March",Mar 2001,"TOLT_MTH",NA,2001
"39667","April",Apr 2001,"TOLT_MTH",NA,2001
"39668","May",May 2001,"TOLT_MTH",NA,2001
"39669","June",Jun 2001,"TOLT_MTH",NA,2001
"39670","July",Jul 2001,"TOLT_MTH",NA,2001
"39671","August",Aug 2001,"TOLT_MTH",NA,2001
"39672","September",Sep 2001,"TOLT_MTH",NA,2001
"39673","October",Oct 2001,"TOLT_MTH",NA,2002
"39674","November",Nov 2001,"TOLT_MTH",NA,2002
"39675","December",Dec 2001,"TOLT_MTH",NA,2002
"39676","January",Jan 2002,"TOLT_MTH",NA,2002
"39677","February",Feb 2002,"TOLT_MTH",NA,2002
"39678","March",Mar 2002,"TOLT_MTH",NA,2002
"39679","April",Apr 2002,"TOLT_MTH",NA,2002
"39680","May",May 2002,"TOLT_MTH",NA,2002
"39681","June",Jun 2002,"TOLT_MTH",NA,2002
"39682","July",Jul 2002,"TOLT_MTH",NA,2002
"39683","August",Aug 2002,"TOLT_MTH",NA,2002
"39684","September",Sep 2002,"TOLT_MTH",NA,2002
"39685","October",Oct 2002,"TOLT_MTH",NA,2003
"39686","November",Nov 2002,"TOLT_MTH",NA,2003
"39687","December",Dec 2002,"TOLT_MTH",NA,2003
"39688","January",Jan 2003,"TOLT_MTH",NA,2003
"39689","February",Feb 2003,"TOLT_MTH",NA,2003
"39690","March",Mar 2003,"TOLT_MTH",NA,2003
"39691","April",Apr 2003,"TOLT_MTH",NA,2003
"39692","May",May 2003,"TOLT_MTH",NA,2003
"39693","June",Jun 2003,"TOLT_MTH",NA,2003
"39694","July",Jul 2003,"TOLT_MTH",NA,2003
"39695","August",Aug 2003,"TOLT_MTH",NA,2003
"39696","September",Sep 2003,"TOLT_MTH",NA,2003
"39697","October",Oct 2003,"TOLT_MTH",NA,2004
"39698","November",Nov 2003,"TOLT_MTH",NA,2004
"39699","December",Dec 2003,"TOLT_MTH",NA,2004
"39700","January",Jan 2004,"TOLT_MTH",NA,2004
"39701","February",Feb 2004,"TOLT_MTH",NA,2004
"39702","March",Mar 2004,"TOLT_MTH",NA,2004
"39703","April",Apr 2004,"TOLT_MTH",NA,2004
"39704","May",May 2004,"TOLT_MTH",NA,2004
"39705","June",Jun 2004,"TOLT_MTH",NA,2004
"39706","July",Jul 2004,"TOLT_MTH",NA,2004
"39707","August",Aug 2004,"TOLT_MTH",NA,2004
"39708","September",Sep 2004,"TOLT_MTH",NA,2004
"39709","October",Oct 2004,"TOLT_MTH",NA,2005
"39710","November",Nov 2004,"TOLT_MTH",NA,2005
"39711","December",Dec 2004,"TOLT_MTH",NA,2005
"39712","January",Jan 2005,"TOLT_MTH",NA,2005
"39713","February",Feb 2005,"TOLT_MTH",NA,2005
"39714","March",Mar 2005,"TOLT_MTH",NA,2005
"39715","April",Apr 2005,"TOLT_MTH",NA,2005
"39716","May",May 2005,"TOLT_MTH",NA,2005
"39717","June",Jun 2005,"TOLT_MTH",NA,2005
"39718","July",Jul 2005,"TOLT_MTH",NA,2005
"39719","August",Aug 2005,"TOLT_MTH",NA,2005
"39720","September",Sep 2005,"TOLT_MTH",NA,2005
"39721","October",Oct 2005,"TOLT_MTH",NA,2006
"39722","November",Nov 2005,"TOLT_MTH",NA,2006
"39723","December",Dec 2005,"TOLT_MTH",NA,2006
"39724","January",Jan 2006,"TOLT_MTH",NA,2006
"39725","February",Feb 2006,"TOLT_MTH",NA,2006
"39726","March",Mar 2006,"TOLT_MTH",NA,2006
"39727","April",Apr 2006,"TOLT_MTH",NA,2006
"39728","May",May 2006,"TOLT_MTH",NA,2006
"39729","June",Jun 2006,"TOLT_MTH",NA,2006
"39730","July",Jul 2006,"TOLT_MTH",NA,2006
"39731","August",Aug 2006,"TOLT_MTH",NA,2006
"39732","September",Sep 2006,"TOLT_MTH",NA,2006
"39733","October",Oct 2006,"TOLT_MTH",NA,2007
"39734","November",Nov 2006,"TOLT_MTH",NA,2007
"39735","December",Dec 2006,"TOLT_MTH",NA,2007
"39736","January",Jan 2007,"TOLT_MTH",NA,2007
"39737","February",Feb 2007,"TOLT_MTH",NA,2007
"39738","March",Mar 2007,"TOLT_MTH",NA,2007
"39739","April",Apr 2007,"TOLT_MTH",NA,2007
"39740","May",May 2007,"TOLT_MTH",NA,2007
"39741","June",Jun 2007,"TOLT_MTH",NA,2007
"39742","July",Jul 2007,"TOLT_MTH",NA,2007
"39743","August",Aug 2007,"TOLT_MTH",NA,2007
"39744","September",Sep 2007,"TOLT_MTH",NA,2007
"39745","October",Oct 2007,"TOLT_MTH",NA,2008
"39746","November",Nov 2007,"TOLT_MTH",NA,2008
"39747","December",Dec 2007,"TOLT_MTH",NA,2008
"39748","January",Jan 2008,"TOLT_MTH",NA,2008
"39749","February",Feb 2008,"TOLT_MTH",NA,2008
"39750","March",Mar 2008,"TOLT_MTH",NA,2008
"39751","April",Apr 2008,"TOLT_MTH",NA,2008
"39752","May",May 2008,"TOLT_MTH",NA,2008
"39753","June",Jun 2008,"TOLT_MTH",NA,2008
"39754","July",Jul 2008,"TOLT_MTH",NA,2008
"39755","August",Aug 2008,"TOLT_MTH",NA,2008
"39756","September",Sep 2008,"TOLT_MTH",NA,2008
"39757","October",Oct 2008,"TOLT_MTH",NA,2009
"39758","November",Nov 2008,"TOLT_MTH",NA,2009
"39759","December",Dec 2008,"TOLT_MTH",NA,2009
"39760","January",Jan 2009,"TOLT_MTH",NA,2009
"39761","February",Feb 2009,"TOLT_MTH",NA,2009
"39762","March",Mar 2009,"TOLT_MTH",NA,2009
"39763","April",Apr 2009,"TOLT_MTH",NA,2009
"39764","May",May 2009,"TOLT_MTH",NA,2009
"39765","June",Jun 2009,"TOLT_MTH",NA,2009
"39766","July",Jul 2009,"TOLT_MTH",NA,2009
"39767","August",Aug 2009,"TOLT_MTH",NA,2009
"39768","September",Sep 2009,"TOLT_MTH",NA,2009
"39769","October",Oct 2009,"TOLT_MTH",NA,2010
"39770","November",Nov 2009,"TOLT_MTH",NA,2010
"39771","December",Dec 2009,"TOLT_MTH",NA,2010
"39772","January",Jan 2010,"TOLT_MTH",NA,2010
"39773","February",Feb 2010,"TOLT_MTH",NA,2010
"39774","March",Mar 2010,"TOLT_MTH",NA,2010
"39775","April",Apr 2010,"TOLT_MTH",NA,2010
"39776","May",May 2010,"TOLT_MTH",NA,2010
"39777","June",Jun 2010,"TOLT_MTH",NA,2010
"39778","July",Jul 2010,"TOLT_MTH",NA,2010
"39779","August",Aug 2010,"TOLT_MTH",NA,2010
"39780","September",Sep 2010,"TOLT_MTH",NA,2010
"39781","October",Oct 2010,"TOLT_MTH",NA,2011
"39782","November",Nov 2010,"TOLT_MTH",NA,2011
"39783","December",Dec 2010,"TOLT_MTH",NA,2011
"39784","January",Jan 2011,"TOLT_MTH",NA,2011
"39785","February",Feb 2011,"TOLT_MTH",310,2011
"39786","March",Mar 2011,"TOLT_MTH",323,2011
"39787","April",Apr 2011,"TOLT_MTH",284,2011
"39788","May",May 2011,"TOLT_MTH",205,2011
"39789","June",Jun 2011,"TOLT_MTH",129,2011
"39790","July",Jul 2011,"TOLT_MTH",167,2011
"39791","August",Aug 2011,"TOLT_MTH",191,2011
"39792","September",Sep 2011,"TOLT_MTH",232,2011
"39793","October",Oct 2011,"TOLT_MTH",276,2012
"39794","November",Nov 2011,"TOLT_MTH",320,2012
"39795","December",Dec 2011,"TOLT_MTH",352,2012
"39796","January",Jan 2012,"TOLT_MTH",364,2012
"39797","February",Feb 2012,"TOLT_MTH",341,2012
"39798","March",Mar 2012,"TOLT_MTH",418,2012
"39799","April",Apr 2012,"TOLT_MTH",271,2012
"39800","May",May 2012,"TOLT_MTH",212,2012
"39801","June",Jun 2012,"TOLT_MTH",137,2012
"39802","July",Jul 2012,"TOLT_MTH",232,2012
"39803","August",Aug 2012,"TOLT_MTH",232,2012
"39804","September",Sep 2012,"TOLT_MTH",216,2012
"39805","October",Oct 2012,"TOLT_MTH",270,2013
"39806","November",Nov 2012,"TOLT_MTH",412,2013
"39807","December",Dec 2012,"TOLT_MTH",438,2013
"39808","January",Jan 2013,"TOLT_MTH",413,2013
"39809","February",Feb 2013,"TOLT_MTH",376,2013
"39810","March",Mar 2013,"TOLT_MTH",275,2013
"39811","April",Apr 2013,"TOLT_MTH",285,2013
"39812","May",May 2013,"TOLT_MTH",185,2013
"39813","June",Jun 2013,"TOLT_MTH",151,2013
"39814","July",Jul 2013,"TOLT_MTH",227,2013
"39815","August",Aug 2013,"TOLT_MTH",205,2013
"39816","September",Sep 2013,"TOLT_MTH",193,2013
"39817","October",Oct 2013,"TOLT_MTH",275,2014
"39818","November",Nov 2013,"TOLT_MTH",247,2014
"39819","December",Dec 2013,"TOLT_MTH",269,2014
"39820","January",Jan 2014,"TOLT_MTH",311,2014
"39821","February",Feb 2014,"TOLT_MTH",375,2014
"39822","March",Mar 2014,"TOLT_MTH",320,2014
"39823","April",Apr 2014,"TOLT_MTH",244,2014
"39824","May",May 2014,"TOLT_MTH",143,2014
"39825","June",Jun 2014,"TOLT_MTH",140,2014
"39826","July",Jul 2014,"TOLT_MTH",178,2014
"39827","August",Aug 2014,"TOLT_MTH",152,2014
"39828","September",Sep 2014,"TOLT_MTH",170,2014
"39829","October",Oct 2014,"TOLT_MTH",234,2015
"39830","November",Nov 2014,"TOLT_MTH",255,2015
"39831","December",Dec 2014,"TOLT_MTH",412,2015
"39832","January",Jan 2015,"TOLT_MTH",314,2015
"39833","February",Feb 2015,"TOLT_MTH",365,2015
"39834","March",Mar 2015,"TOLT_MTH",361,2015
"39835","April",Apr 2015,"TOLT_MTH",335,2015
"39836","May",May 2015,"TOLT_MTH",231,2015
"39837","June",Jun 2015,"TOLT_MTH",220,2015
"39838","July",Jul 2015,"TOLT_MTH",163,2015
"39839","August",Aug 2015,"TOLT_MTH",143,2015
"39840","September",Sep 2015,"TOLT_MTH",177,2015
"39841","October",Oct 2015,"TOLT_MTH",346,2016
"39842","November",Nov 2015,"TOLT_MTH",354,2016
"39843","December",Dec 2015,"TOLT_MTH",364,2016
"39844","January",Jan 2016,"TOLT_MTH",431,2016
"39845","February",Feb 2016,"TOLT_MTH",339,2016
"39846","March",Mar 2016,"TOLT_MTH",256,2016
"39847","April",Apr 2016,"TOLT_MTH",239,2016
"39848","May",May 2016,"TOLT_MTH",214,2016
"39849","June",Jun 2016,"TOLT_MTH",188,2016
"39850","July",Jul 2016,"TOLT_MTH",186,2016
"39851","August",Aug 2016,"TOLT_MTH",206.5,2016
"39852","September",Sep 2016,"TOLT_MTH",163,2016
"39853","October",Oct 2016,"TOLT_MTH",346,2017
"39854","November",Nov 2016,"TOLT_MTH",202,2017
"39855","December",Dec 2016,"TOLT_MTH",351,2017
"39856","January",Jan 2017,"TOLT_MTH",411,2017
"39857","February",Feb 2017,"TOLT_MTH",432,2017
"39858","March",Mar 2017,"TOLT_MTH",293,2017
"39859","April",Apr 2017,"TOLT_MTH",238,2017
"39860","May",May 2017,"TOLT_MTH",209,2017
"39861","June",Jun 2017,"TOLT_MTH",188,2017
"39862","July",Jul 2017,"TOLT_MTH",206,2017
"39863","August",Aug 2017,"TOLT_MTH",170,2017
"39864","September",Sep 2017,"TOLT_MTH",136,2017
"39865","October",Oct 2017,"TOLT_MTH",321,2018
"39866","November",Nov 2017,"TOLT_MTH",302,2018
"39867","December",Dec 2017,"TOLT_MTH",180,2018
"39868","January",Jan 2018,"TOLT_MTH",214,2018
"39869","February",Feb 2018,"TOLT_MTH",283,2018
"39870","March",Mar 2018,"TOLT_MTH",230,2018
"39871","April",Apr 2018,"TOLT_MTH",166,2018
"39872","May",May 2018,"TOLT_MTH",135,2018
"39873","June",Jun 2018,"TOLT_MTH",143,2018
"39874","July",Jul 2018,"TOLT_MTH",150,2018
"39875","August",Aug 2018,"TOLT_MTH",99.7,2018
"39876","September",Sep 2018,"TOLT_MTH",159,2018
"39877","October",Oct 2018,"TOLT_MTH",141,2019
"39878","November",Nov 2018,"TOLT_MTH",244,2019
"39879","December",Dec 2018,"TOLT_MTH",187.5,2019
"39880","January",Jan 2019,"TOLT_MTH",239,2019
"39881","February",Feb 2019,"TOLT_MTH",214,2019
"39882","March",Mar 2019,"TOLT_MTH",199,2019
"39883","April",Apr 2019,"TOLT_MTH",189,2019
"39884","May",May 2019,"TOLT_MTH",127,2019
"39885","June",Jun 2019,"TOLT_MTH",144,2019
"39886","July",Jul 2019,"TOLT_MTH",121,2019
"39887","August",Aug 2019,"TOLT_MTH",106,2019
"39888","September",Sep 2019,"TOLT_MTH",237,2019
"39889","October",Oct 2019,"TOLT_MTH",305,2020
"39890","November",Nov 2019,"TOLT_MTH",271,2020
"39891","December",Dec 2019,"TOLT_MTH",299,2020
"39892","January",Jan 2020,"TOLT_MTH",328,2020
"39893","February",Feb 2020,"TOLT_MTH",240,2020
"39894","March",Mar 2020,"TOLT_MTH",278,2020
"39895","May",May 2020,"TOLT_MTH",NA,2020
"39896","June",Jun 2020,"TOLT_MTH",109,2020
"39897","July",Jul 2020,"TOLT_MTH",146,2020
"39898","August",Aug 2020,"TOLT_MTH",148,2020
"39899","September",Sep 2020,"TOLT_MTH",145,2020
"39900","October",Oct 2020,"TOLT_MTH",245,2021
"39901","November",Nov 2020,"TOLT_MTH",204,2021
"39902","December",Dec 2020,"TOLT_MTH",310,2021
"39903","January",Jan 2021,"TOLT_MTH",248,2021
"39904","February",Feb 2021,"TOLT_MTH",187,2021
"39905","March",Mar 2021,"TOLT_MTH",273,2021
"39906","April",Apr 2021,"TOLT_MTH",167,2021
"39907","May",May 2021,"TOLT_MTH",127,2021
"39908","June",Jun 2021,"TOLT_MTH",119,2021
"39909","July",Jul 2021,"TOLT_MTH",155,2021
"39910","August",Aug 2021,"TOLT_MTH",103,2021
"39911","September",Sep 2021,"TOLT_MTH",334,2021
"39912","October",Oct 2021,"TOLT_MTH",192,2022
"39913","November",Nov 2021,"TOLT_MTH",300,2022
"39914","December",Dec 2021,"TOLT_MTH",277,2022
"39915","January",Jan 2022,"TOLT_MTH",265,2022
"39916","February",Feb 2022,"TOLT_MTH",294,2022
"39917","March",Mar 2022,"TOLT_MTH",250,2022
"39918","April",Apr 2022,"TOLT_MTH",207,2022
"39919","May",May 2022,"TOLT_MTH",120,2022
"39920","June",Jun 2022,"TOLT_MTH",145,2022
"39921","July",Jul 2022,"TOLT_MTH",166,2022
"39922","August",Aug 2022,"TOLT_MTH",157,2022
"39923","September",Sep 2022,"TOLT_MTH",146,2022
"39924","October",Oct 2022,"TOLT_MTH",86.2,2023
"39925","November",Nov 2022,"TOLT_MTH",247,2023
"39926","December",Dec 2022,"TOLT_MTH",284,2023
"39927","January",Jan 2023,"TOLT_MTH",284,2023
"39928","February",Feb 2023,"TOLT_MTH",282,2023
"39929","March",Mar 2023,"TOLT_MTH",243,2023
"39930","April",Apr 2023,"TOLT_MTH",247,2023
"39931","May",May 2023,"TOLT_MTH",131,2023
"39932","October",Oct 1977,"VA12A",NA,1978
"39933","November",Nov 1977,"VA12A",NA,1978
"39934","December",Dec 1977,"VA12A",NA,1978
"39935","January",Jan 1978,"VA12A",NA,1978
"39936","February",Feb 1978,"VA12A",NA,1978
"39937","March",Mar 1978,"VA12A",NA,1978
"39938","April",Apr 1978,"VA12A",NA,1978
"39939","May",May 1978,"VA12A",NA,1978
"39940","June",Jun 1978,"VA12A",NA,1978
"39941","July",Jul 1978,"VA12A",NA,1978
"39942","August",Aug 1978,"VA12A",NA,1978
"39943","September",Sep 1978,"VA12A",NA,1978
"39944","October",Oct 1978,"VA12A",NA,1979
"39945","November",Nov 1978,"VA12A",NA,1979
"39946","December",Dec 1978,"VA12A",NA,1979
"39947","January",Jan 1979,"VA12A",NA,1979
"39948","February",Feb 1979,"VA12A",NA,1979
"39949","March",Mar 1979,"VA12A",NA,1979
"39950","April",Apr 1979,"VA12A",NA,1979
"39951","May",May 1979,"VA12A",NA,1979
"39952","June",Jun 1979,"VA12A",NA,1979
"39953","July",Jul 1979,"VA12A",NA,1979
"39954","August",Aug 1979,"VA12A",NA,1979
"39955","September",Sep 1979,"VA12A",NA,1979
"39956","October",Oct 1979,"VA12A",NA,1980
"39957","November",Nov 1979,"VA12A",NA,1980
"39958","December",Dec 1979,"VA12A",NA,1980
"39959","January",Jan 1980,"VA12A",NA,1980
"39960","February",Feb 1980,"VA12A",NA,1980
"39961","March",Mar 1980,"VA12A",NA,1980
"39962","April",Apr 1980,"VA12A",NA,1980
"39963","May",May 1980,"VA12A",NA,1980
"39964","June",Jun 1980,"VA12A",NA,1980
"39965","July",Jul 1980,"VA12A",NA,1980
"39966","August",Aug 1980,"VA12A",NA,1980
"39967","September",Sep 1980,"VA12A",NA,1980
"39968","October",Oct 1980,"VA12A",NA,1981
"39969","November",Nov 1980,"VA12A",NA,1981
"39970","December",Dec 1980,"VA12A",NA,1981
"39971","January",Jan 1981,"VA12A",NA,1981
"39972","February",Feb 1981,"VA12A",NA,1981
"39973","March",Mar 1981,"VA12A",NA,1981
"39974","April",Apr 1981,"VA12A",NA,1981
"39975","May",May 1981,"VA12A",NA,1981
"39976","June",Jun 1981,"VA12A",NA,1981
"39977","July",Jul 1981,"VA12A",NA,1981
"39978","August",Aug 1981,"VA12A",NA,1981
"39979","September",Sep 1981,"VA12A",NA,1981
"39980","October",Oct 1981,"VA12A",NA,1982
"39981","November",Nov 1981,"VA12A",NA,1982
"39982","December",Dec 1981,"VA12A",NA,1982
"39983","January",Jan 1982,"VA12A",NA,1982
"39984","February",Feb 1982,"VA12A",NA,1982
"39985","March",Mar 1982,"VA12A",NA,1982
"39986","April",Apr 1982,"VA12A",NA,1982
"39987","May",May 1982,"VA12A",NA,1982
"39988","June",Jun 1982,"VA12A",NA,1982
"39989","July",Jul 1982,"VA12A",NA,1982
"39990","August",Aug 1982,"VA12A",NA,1982
"39991","September",Sep 1982,"VA12A",NA,1982
"39992","October",Oct 1982,"VA12A",NA,1983
"39993","November",Nov 1982,"VA12A",NA,1983
"39994","December",Dec 1982,"VA12A",NA,1983
"39995","January",Jan 1983,"VA12A",NA,1983
"39996","February",Feb 1983,"VA12A",NA,1983
"39997","March",Mar 1983,"VA12A",NA,1983
"39998","April",Apr 1983,"VA12A",NA,1983
"39999","May",May 1983,"VA12A",NA,1983
"40000","June",Jun 1983,"VA12A",NA,1983
"40001","July",Jul 1983,"VA12A",NA,1983
"40002","August",Aug 1983,"VA12A",NA,1983
"40003","September",Sep 1983,"VA12A",NA,1983
"40004","October",Oct 1983,"VA12A",NA,1984
"40005","November",Nov 1983,"VA12A",NA,1984
"40006","December",Dec 1983,"VA12A",NA,1984
"40007","January",Jan 1984,"VA12A",NA,1984
"40008","February",Feb 1984,"VA12A",NA,1984
"40009","March",Mar 1984,"VA12A",NA,1984
"40010","April",Apr 1984,"VA12A",NA,1984
"40011","May",May 1984,"VA12A",NA,1984
"40012","June",Jun 1984,"VA12A",NA,1984
"40013","July",Jul 1984,"VA12A",NA,1984
"40014","August",Aug 1984,"VA12A",NA,1984
"40015","September",Sep 1984,"VA12A",NA,1984
"40016","October",Oct 1984,"VA12A",NA,1985
"40017","November",Nov 1984,"VA12A",NA,1985
"40018","December",Dec 1984,"VA12A",NA,1985
"40019","January",Jan 1985,"VA12A",NA,1985
"40020","February",Feb 1985,"VA12A",NA,1985
"40021","March",Mar 1985,"VA12A",NA,1985
"40022","April",Apr 1985,"VA12A",NA,1985
"40023","May",May 1985,"VA12A",NA,1985
