"","Month","Year_mon","variable","value","Wtr_Year"
"17122","June",Jun 1991,"A630",450.362,1991
"17123","July",Jul 1991,"A630",333.398,1991
"17124","August",Aug 1991,"A630",138.458,1991
"17125","September",Sep 1991,"A630",226.181,1991
"17126","October",Oct 1991,"A630",274.916,1992
"17127","November",Nov 1991,"A630",499.097,1992
"17128","December",Dec 1991,"A630",3776.4,1992
"17129","January",Jan 1992,"A630",2650.68,1992
"17130","February",Feb 1992,"A630",2181.63,1992
"17131","March",Mar 1992,"A630",1994.01,1992
"17132","April",Apr 1992,"A630",1618.77,1992
"17133","May",May 1992,"A630",1055.91,1992
"17134","June",Jun 1992,"A630",382.133,1992
"17135","July",Jul 1992,"A630",235.928,1992
"17136","August",Aug 1992,"A630",118.964,1992
"17137","September",Sep 1992,"A630",177.446,1992
"17138","October",Oct 1992,"A630",270.0425,1993
"17139","November",Nov 1992,"A630",235.928,1993
"17140","December",Dec 1992,"A630",4245.45,1993
"17141","January",Jan 1993,"A630",2416.155,1993
"17142","February",Feb 1993,"A630",2556.87,1993
"17143","March",Mar 1993,"A630",2134.725,1993
"17144","April",Apr 1993,"A630",3025.92,1993
"17145","May",May 1993,"A630",2369.25,1993
"17146","June",Jun 1993,"A630",NA,1993
"17147","July",Jul 1993,"A630",567.326,1993
"17148","August",Aug 1993,"A630",430.868,1993
"17149","September",Sep 1993,"A630",187.193,1993
"17150","October",Oct 1993,"A630",274.916,1994
"17151","November",Nov 1993,"A630",352.892,1994
"17152","December",Dec 1993,"A630",5042.835,1994
"17153","January",Jan 1994,"A630",4151.64,1994
"17154","February",Feb 1994,"A630",4386.165,1994
"17155","March",Mar 1994,"A630",8373.09,1994
"17156","April",Apr 1994,"A630",2706.966,1994
"17157","May",May 1994,"A630",1665.675,1994
"17158","June",Jun 1994,"A630",766.9752,1994
"17159","July",Jul 1994,"A630",373.84805,1994
"17160","August",Aug 1994,"A630",193.0412,1994
"17161","September",Sep 1994,"A630",217.4087,1994
"17162","October",Oct 1994,"A630",520.393133333333,1995
"17163","November",Nov 1994,"A630",2772.633,1995
"17164","December",Dec 1994,"A630",2406.774,1995
"17165","January",Jan 1995,"A630",2303.583,1995
"17166","February",Feb 1995,"A630",2247.297,1995
"17167","March",Mar 1995,"A630",2158.1775,1995
"17168","April",Apr 1995,"A630",1721.961,1995
"17169","May",May 1995,"A630",1173.1725,1995
"17170","June",Jun 1995,"A630",484.4765,1995
"17171","July",Jul 1995,"A630",334.3727,1995
"17172","August",Aug 1995,"A630",344.60705,1995
"17173","September",Sep 1995,"A630",223.2569,1995
"17174","October",Oct 1995,"A630",464.0078,1996
"17175","November",Nov 1995,"A630",2833.6095,1996
"17176","December",Dec 1995,"A630",3335.493,1996
"17177","January",Jan 1996,"A630",3147.873,1996
"17178","February",Feb 1996,"A630",2284.821,1996
"17179","March",Mar 1996,"A630",2003.391,1996
"17180","April",Apr 1996,"A630",1812.644,1996
"17181","May",May 1996,"A630",1524.96,1996
"17182","June",Jun 1996,"A630",677.8557,1996
"17183","July",Jul 1996,"A630",313.904,1996
"17184","August",Aug 1996,"A630",214.97195,1996
"17185","September",Sep 1996,"A630",214.97195,1996
"17186","October",Oct 1996,"A630",336.3221,1997
"17187","November",Nov 1996,"A630",1600.008,1997
"17188","December",Dec 1996,"A630",2889.8955,1997
"17189","January",Jan 1997,"A630",2008.0815,1997
"17190","February",Feb 1997,"A630",1862.676,1997
"17191","March",Mar 1997,"A630",1934.597,1997
"17192","April",Apr 1997,"A630",1168.482,1997
"17193","May",May 1997,"A630",900.1854,1997
"17194","June",Jun 1997,"A630",650.1755,1997
"17195","July",Jul 1997,"A630",375.3101,1997
"17196","August",Aug 1997,"A630",304.157,1997
"17197","September",Sep 1997,"A630",372.386,1997
"17198","October",Oct 1997,"A630",967.025025,1998
"17199","November",Nov 1997,"A630",2022.153,1998
"17200","December",Dec 1997,"A630",1350.94245,1998
"17201","January",Jan 1998,"A630",1524.96,1998
"17202","February",Feb 1998,"A630",1684.437,1998
"17203","March",Mar 1998,"A630",2172.249,1998
"17204","April",Apr 1998,"A630",1346.721,1998
"17205","May",May 1998,"A630",684.5353,1998
"17206","June",Jun 1998,"A630",570.2501,1998
"17207","July",Jul 1998,"A630",511.7681,1998
"17208","August",Aug 1998,"A630",325.6004,1998
"17209","September",Sep 1998,"A630",395.7788,1998
"17210","October",Oct 1998,"A630",558.8674,1999
"17211","November",Nov 1998,"A630",716.3178,1999
"17212","December",Dec 1998,"A630",2336.4165,1999
"17213","January",Jan 1999,"A630",2697.585,1999
"17214","February",Feb 1999,"A630",2237.916,1999
"17215","March",Mar 1999,"A630",1984.629,1999
"17216","April",Apr 1999,"A630",1327.959,1999
"17217","May",May 1999,"A630",1121.577,1999
"17218","June",Jun 1999,"A630",687.77725,1999
"17219","July",Jul 1999,"A630",579.9971,1999
"17220","August",Aug 1999,"A630",417.2222,1999
"17221","September",Sep 1999,"A630",337.2968,1999
"17222","October",Oct 1999,"A630",402.6017,2000
"17223","November",Nov 1999,"A630",302.2076,2000
"17224","December",Dec 1999,"A630",1998.7005,2000
"17225","January",Jan 2000,"A630",2022.153,2000
"17226","February",Feb 2000,"A630",1696.945,2000
"17227","March",Mar 2000,"A630",1918.962,2000
"17228","April",Apr 2000,"A630",1412.388,2000
"17229","May",May 2000,"A630",531.2621,2000
"17230","June",Jun 2000,"A630",695.6796,2000
"17231","July",Jul 2000,"A630",507.8693,2000
"17232","August",Aug 2000,"A630",393.8294,2000
"17233","September",Sep 2000,"A630",320.7269,2000
"17234","October",Oct 2000,"A630",304.157,2001
"17235","November",Nov 2000,"A630",696.50905,2001
"17236","December",Dec 2000,"A630",1403.007,2001
"17237","January",Jan 2001,"A630",2885.205,2001
"17238","February",Feb 2001,"A630",2369.25,2001
"17239","March",Mar 2001,"A630",1797.009,2001
"17240","April",Apr 2001,"A630",1429.2738,2001
"17241","May",May 2001,"A630",1037.148,2001
"17242","June",Jun 2001,"A630",417.2222,2001
"17243","July",Jul 2001,"A630",411.374,2001
"17244","August",Aug 2001,"A630",214.4846,2001
"17245","September",Sep 2001,"A630",366.5378,2001
"17246","October",Oct 2001,"A630",235.928,2002
"17247","November",Nov 2001,"A630",1994.01,2002
"17248","December",Dec 2001,"A630",2266.059,2002
"17249","January",Jan 2002,"A630",2294.202,2002
"17250","February",Feb 2002,"A630",2228.535,2002
"17251","March",Mar 2002,"A630",766.9752,2002
"17252","April",Apr 2002,"A630",851.4042,2002
"17253","May",May 2002,"A630",819.5088,2002
"17254","June",Jun 2002,"A630",477.6536,2002
"17255","July",Jul 2002,"A630",361.6643,2002
"17256","August",Aug 2002,"A630",190.1171,2002
"17257","September",Sep 2002,"A630",198.8894,2002
"17258","October",Oct 2002,"A630",193.0412,2003
"17259","November",Nov 2002,"A630",257.3714,2003
"17260","December",Dec 2002,"A630",314.8787,2003
"17261","January",Jan 2003,"A630",2327.0355,2003
"17262","February",Feb 2003,"A630",2172.249,2003
"17263","March",Mar 2003,"A630",1890.819,2003
"17264","April",Apr 2003,"A630",1956.486,2003
"17265","May",May 2003,"A630",869.2281,2003
"17266","June",Jun 2003,"A630",307.0811,2003
"17267","July",Jul 2003,"A630",211.5605,2003
"17268","August",Aug 2003,"A630",252.4979,2003
"17269","September",Sep 2003,"A630",322.6763,2003
"17270","October",Oct 2003,"A630",209.6111,2004
"17271","November",Nov 2003,"A630",620.9345,2004
"17272","December",Dec 2003,"A630",2303.583,2004
"17273","January",Jan 2004,"A630",2463.06,2004
"17274","February",Feb 2004,"A630",2115.963,2004
"17275","March",Mar 2004,"A630",1346.721,2004
"17276","April",Apr 2004,"A630",811.0659,2004
"17277","May",May 2004,"A630",423.0704,2004
"17278","June",Jun 2004,"A630",NA,2004
"17279","July",Jul 2004,"A630",196.94,2004
"17280","August",Aug 2004,"A630",149.1797,2004
"17281","September",Sep 2004,"A630",223.2569,2004
"17282","October",Oct 2004,"A630",751.9656,2005
"17283","November",Nov 2004,"A630",1524.96,2005
"17284","December",Dec 2004,"A630",1524.96,2005
"17285","January",Jan 2005,"A630",2458.3695,2005
"17286","February",Feb 2005,"A630",1665.675,2005
"17287","March",Mar 2005,"A630",891.7425,2005
"17288","April",Apr 2005,"A630",1637.532,2005
"17289","May",May 2005,"A630",999.624,2005
"17290","June",Jun 2005,"A630",615.0863,2005
"17291","July",Jul 2005,"A630",329.4992,2005
"17292","August",Aug 2005,"A630",177.446,2005
"17293","September",Sep 2005,"A630",295.3847,2005
"17294","October",Oct 2005,"A630",398.7029,2006
"17295","November",Nov 2005,"A630",3354.255,2006
"17296","December",Dec 2005,"A630",3044.682,2006
"17297","January",Jan 2006,"A630",2979.015,2006
"17298","February",Feb 2006,"A630",1768.866,2006
"17299","March",Mar 2006,"A630",1947.105,2006
"17300","April",Apr 2006,"A630",1384.245,2006
"17301","May",May 2006,"A630",1027.767,2006
"17302","June",Jun 2006,"A630",1018.386,2006
"17303","July",Jul 2006,"A630",340.2209,2006
"17304","August",Aug 2006,"A630",239.33945,2006
"17305","September",Sep 2006,"A630",238.8521,2006
"17306","October",Oct 2006,"A630",241.7762,2007
"17307","November",Nov 2006,"A630",2660.061,2007
"17308","December",Dec 2006,"A630",1740.723,2007
"17309","January",Jan 2007,"A630",2090,2007
"17310","February",Feb 2007,"A630",1320,2007
"17311","March",Mar 2007,"A630",1660,2007
"17312","April",Apr 2007,"A630",1380,2007
"17313","May",May 2007,"A630",556.5,2007
"17314","June",Jun 2007,"A630",268,2007
"17315","July",Jul 2007,"A630",197,2007
"17316","August",Aug 2007,"A630",212,2007
"17317","September",Sep 2007,"A630",331,2007
"17318","October",Oct 2007,"A630",767,2008
"17319","November",Nov 2007,"A630",420,2008
"17320","December",Dec 2007,"A630",2395,2008
"17321","January",Jan 2008,"A630",1290,2008
"17322","February",Feb 2008,"A630",1190,2008
"17323","March",Mar 2008,"A630",1200,2008
"17324","April",Apr 2008,"A630",1480,2008
"17325","May",May 2008,"A630",1040,2008
"17326","June",Jun 2008,"A630",938,2008
"17327","July",Jul 2008,"A630",383,2008
"17328","August",Aug 2008,"A630",262,2008
"17329","September",Sep 2008,"A630",524,2008
"17330","October",Oct 2008,"A630",233,2009
"17331","November",Nov 2008,"A630",848,2009
"17332","December",Dec 2008,"A630",1250,2009
"17333","January",Jan 2009,"A630",NA,2009
"17334","February",Feb 2009,"A630",NA,2009
"17335","March",Mar 2009,"A630",NA,2009
"17336","April",Apr 2009,"A630",NA,2009
"17337","May",May 2009,"A630",NA,2009
"17338","June",Jun 2009,"A630",NA,2009
"17339","July",Jul 2009,"A630",NA,2009
"17340","August",Aug 2009,"A630",NA,2009
"17341","September",Sep 2009,"A630",NA,2009
"17342","October",Oct 2009,"A630",NA,2010
"17343","November",Nov 2009,"A630",NA,2010
"17344","December",Dec 2009,"A630",NA,2010
"17345","January",Jan 2010,"A630",NA,2010
"17346","February",Feb 2010,"A630",NA,2010
"17347","March",Mar 2010,"A630",NA,2010
"17348","April",Apr 2010,"A630",NA,2010
"17349","May",May 2010,"A630",NA,2010
"17350","June",Jun 2010,"A630",NA,2010
"17351","July",Jul 2010,"A630",NA,2010
"17352","August",Aug 2010,"A630",NA,2010
"17353","September",Sep 2010,"A630",NA,2010
"17354","October",Oct 2010,"A630",NA,2011
"17355","November",Nov 2010,"A630",NA,2011
"17356","December",Dec 2010,"A630",NA,2011
"17357","January",Jan 2011,"A630",NA,2011
"17358","February",Feb 2011,"A630",NA,2011
"17359","March",Mar 2011,"A630",NA,2011
"17360","April",Apr 2011,"A630",NA,2011
"17361","May",May 2011,"A630",NA,2011
"17362","June",Jun 2011,"A630",NA,2011
"17363","July",Jul 2011,"A630",NA,2011
"17364","August",Aug 2011,"A630",NA,2011
"17365","September",Sep 2011,"A630",NA,2011
"17366","October",Oct 2011,"A630",NA,2012
"17367","November",Nov 2011,"A630",NA,2012
"17368","December",Dec 2011,"A630",NA,2012
"17369","January",Jan 2012,"A630",NA,2012
"17370","February",Feb 2012,"A630",NA,2012
"17371","March",Mar 2012,"A630",NA,2012
"17372","April",Apr 2012,"A630",NA,2012
"17373","May",May 2012,"A630",NA,2012
"17374","June",Jun 2012,"A630",NA,2012
"17375","July",Jul 2012,"A630",NA,2012
"17376","August",Aug 2012,"A630",NA,2012
"17377","September",Sep 2012,"A630",NA,2012
"17378","October",Oct 2012,"A630",NA,2013
"17379","November",Nov 2012,"A630",NA,2013
"17380","December",Dec 2012,"A630",NA,2013
"17381","January",Jan 2013,"A630",NA,2013
"17382","February",Feb 2013,"A630",1610,2013
"17383","March",Mar 2013,"A630",1224,2013
"17384","April",Apr 2013,"A630",NA,2013
"17385","May",May 2013,"A630",922,2013
"17386","June",Jun 2013,"A630",522,2013
"17387","July",Jul 2013,"A630",412,2013
"17388","August",Aug 2013,"A630",307,2013
"17389","September",Sep 2013,"A630",397,2013
"17390","October",Oct 2013,"A630",1020,2014
"17391","November",Nov 2013,"A630",506,2014
"17392","December",Dec 2013,"A630",1330,2014
"17393","January",Jan 2014,"A630",2090,2014
"17394","February",Feb 2014,"A630",1690,2014
"17395","March",Mar 2014,"A630",1220,2014
"17396","April",Apr 2014,"A630",1220,2014
"17397","May",May 2014,"A630",1090,2014
"17398","June",Jun 2014,"A630",390.5,2014
"17399","July",Jul 2014,"A630",NA,2014
"17400","August",Aug 2014,"A630",651,2014
"17401","September",Sep 2014,"A630",306,2014
"17402","October",Oct 2014,"A630",396,2015
"17403","November",Nov 2014,"A630",2160,2015
"17404","December",Dec 2014,"A630",1370,2015
"17405","January",Jan 2015,"A630",2090,2015
"17406","February",Feb 2015,"A630",2290,2015
"17407","March",Mar 2015,"A630",1500,2015
"17408","April",Apr 2015,"A630",1150,2015
"17409","May",May 2015,"A630",602,2015
"17410","June",Jun 2015,"A630",417,2015
"17411","July",Jul 2015,"A630",181,2015
"17412","August",Aug 2015,"A630",68.6,2015
"17413","September",Sep 2015,"A630",228,2015
"17414","October",Oct 2015,"A630",382,2016
"17415","November",Nov 2015,"A630",834,2016
"17416","December",Dec 2015,"A630",1560,2016
"17417","January",Jan 2016,"A630",1430,2016
"17418","February",Feb 2016,"A630",1780,2016
"17419","March",Mar 2016,"A630",1420,2016
"17420","April",Apr 2016,"A630",794,2016
"17421","May",May 2016,"A630",467,2016
"17422","June",Jun 2016,"A630",358,2016
"17423","July",Jul 2016,"A630",298,2016
"17424","August",Aug 2016,"A630",385,2016
"17425","September",Sep 2016,"A630",421,2016
"17426","October",Oct 2016,"A630",327,2017
"17427","November",Nov 2016,"A630",1480,2017
"17428","December",Dec 2016,"A630",1740,2017
"17429","January",Jan 2017,"A630",1540,2017
"17430","February",Feb 2017,"A630",2010,2017
"17431","March",Mar 2017,"A630",1360,2017
"17432","April",Apr 2017,"A630",1040,2017
"17433","May",May 2017,"A630",1000,2017
"17434","June",Jun 2017,"A630",424,2017
"17435","July",Jul 2017,"A630",328,2017
"17436","August",Aug 2017,"A630",228,2017
"17437","September",Sep 2017,"A630",134,2017
"17438","October",Oct 2017,"A630",236,2018
"17439","November",Nov 2017,"A630",1070,2018
"17440","December",Dec 2017,"A630",1300,2018
"17441","January",Jan 2018,"A630",1020,2018
"17442","February",Feb 2018,"A630",1140,2018
"17443","March",Mar 2018,"A630",953,2018
"17444","April",Apr 2018,"A630",959,2018
"17445","May",May 2018,"A630",382,2018
"17446","June",Jun 2018,"A630",261,2018
"17447","July",Jul 2018,"A630",118,2018
"17448","August",Aug 2018,"A630",28,2018
"17449","September",Sep 2018,"A630",209,2018
"17450","October",Oct 2018,"A630",349,2019
"17451","November",Nov 2018,"A630",721,2019
"17452","December",Dec 2018,"A630",832,2019
"17453","January",Jan 2019,"A630",1470,2019
"17454","February",Feb 2019,"A630",1280,2019
"17455","March",Mar 2019,"A630",860,2019
"17456","April",Apr 2019,"A630",685,2019
"17457","May",May 2019,"A630",410,2019
"17458","June",Jun 2019,"A630",333,2019
"17459","July",Jul 2019,"A630",215,2019
"17460","August",Aug 2019,"A630",192,2019
"17461","September",Sep 2019,"A630",394,2019
"17462","October",Oct 2019,"A630",292,2020
"17463","November",Nov 2019,"A630",550,2020
"17464","December",Dec 2019,"A630",1590,2020
"17465","January",Jan 2020,"A630",1350,2020
"17466","February",Feb 2020,"A630",1480,2020
"17467","March",Mar 2020,"A630",1180,2020
"17468","May",May 2020,"A630",NA,2020
"17469","June",Jun 2020,"A630",600,2020
"17470","July",Jul 2020,"A630",340,2020
"17471","August",Aug 2020,"A630",267,2020
"17472","September",Sep 2020,"A630",275,2020
"17473","October",Oct 2020,"A630",415,2021
"17474","November",Nov 2020,"A630",1220,2021
"17475","December",Dec 2020,"A630",1150,2021
"17476","January",Jan 2021,"A630",1190,2021
"17477","February",Feb 2021,"A630",1610,2021
"17478","March",Mar 2021,"A630",1060,2021
"17479","April",Apr 2021,"A630",707,2021
"17480","May",May 2021,"A630",367,2021
"17481","June",Jun 2021,"A630",399.5,2021
"17482","July",Jul 2021,"A630",210,2021
"17483","August",Aug 2021,"A630",145,2021
"17484","September",Sep 2021,"A630",192,2021
"17485","October",Oct 2021,"A630",269,2022
"17486","November",Nov 2021,"A630",1730,2022
"17487","December",Dec 2021,"A630",1270,2022
"17488","January",Jan 2022,"A630",935,2022
"17489","February",Feb 2022,"A630",668,2022
"17490","March",Mar 2022,"A630",591,2022
"17491","April",Apr 2022,"A630",558,2022
"17492","May",May 2022,"A630",669,2022
"17493","June",Jun 2022,"A630",449,2022
"17494","July",Jul 2022,"A630",324,2022
"17495","August",Aug 2022,"A630",245,2022
"17496","September",Sep 2022,"A630",224,2022
"17497","October",Oct 2022,"A630",182,2023
"17498","November",Nov 2022,"A630",697,2023
"17499","December",Dec 2022,"A630",1690,2023
"17500","January",Jan 2023,"A630",767,2023
"17501","February",Feb 2023,"A630",657,2023
"17502","March",Mar 2023,"A630",1105,2023
"17503","April",Apr 2023,"A630",1060,2023
"17504","May",May 2023,"A630",551,2023
"17505","October",Oct 1977,"A631",NA,1978
"17506","November",Nov 1977,"A631",NA,1978
"17507","December",Dec 1977,"A631",NA,1978
"17508","January",Jan 1978,"A631",NA,1978
"17509","February",Feb 1978,"A631",NA,1978
"17510","March",Mar 1978,"A631",NA,1978
"17511","April",Apr 1978,"A631",NA,1978
"17512","May",May 1978,"A631",NA,1978
"17513","June",Jun 1978,"A631",NA,1978
"17514","July",Jul 1978,"A631",NA,1978
"17515","August",Aug 1978,"A631",NA,1978
"17516","September",Sep 1978,"A631",NA,1978
"17517","October",Oct 1978,"A631",NA,1979
"17518","November",Nov 1978,"A631",NA,1979
"17519","December",Dec 1978,"A631",NA,1979
"17520","January",Jan 1979,"A631",1618.77,1979
"17521","February",Feb 1979,"A631",1299.816,1979
"17522","March",Mar 1979,"A631",1290.435,1979
"17523","April",Apr 1979,"A631",1177.863,1979
"17524","May",May 1979,"A631",765.099,1979
"17525","June",Jun 1979,"A631",717.2559,1979
"17526","July",Jul 1979,"A631",638.4791,1979
"17527","August",Aug 1979,"A631",643.3526,1979
"17528","September",Sep 1979,"A631",714.3619,1979
"17529","October",Oct 1979,"A631",639.94115,1980
"17530","November",Nov 1979,"A631",870.1662,1980
"17531","December",Dec 1979,"A631",NA,1980
"17532","January",Jan 1980,"A631",1440.531,1980
"17533","February",Feb 1980,"A631",1346.721,1980
"17534","March",Mar 1980,"A631",1337.34,1980
"17535","April",Apr 1980,"A631",1093.434,1980
"17536","May",May 1980,"A631",900.1854,1980
"17537","June",Jun 1980,"A631",829.8279,1980
"17538","July",Jul 1980,"A631",777.2943,1980
"17539","August",Aug 1980,"A631",656.9984,1980
"17540","September",Sep 1980,"A631",676.9176,1980
"17541","October",Oct 1980,"A631",272.9666,1981
"17542","November",Nov 1980,"A631",NA,1981
"17543","December",Dec 1980,"A631",1590.627,1981
"17544","January",Jan 1981,"A631",1102.815,1981
"17545","February",Feb 1981,"A631",1449.912,1981
"17546","March",Mar 1981,"A631",1206.006,1981
"17547","April",Apr 1981,"A631",999.624,1981
"17548","May",May 1981,"A631",2134.725,1981
"17549","June",Jun 1981,"A631",980.862,1981
"17550","July",Jul 1981,"A631",864.5376,1981
"17551","August",Aug 1981,"A631",785.7372,1981
"17552","September",Sep 1981,"A631",529.3127,1981
"17553","October",Oct 1981,"A631",NA,1982
"17554","November",Nov 1981,"A631",1271.673,1982
"17555","December",Dec 1981,"A631",2059.677,1982
"17556","January",Jan 1982,"A631",1984.629,1982
"17557","February",Feb 1982,"A631",1496.817,1982
"17558","March",Mar 1982,"A631",1356.102,1982
"17559","April",Apr 1982,"A631",918.9474,1982
"17560","May",May 1982,"A631",1084.053,1982
"17561","June",Jun 1982,"A631",903.9378,1982
"17562","July",Jul 1982,"A631",736.0179,1982
"17563","August",Aug 1982,"A631",755.718,1982
"17564","September",Sep 1982,"A631",707.8749,1982
"17565","October",Oct 1982,"A631",735.0798,1983
"17566","November",Nov 1982,"A631",NA,1983
"17567","December",Dec 1982,"A631",1299.816,1983
"17568","January",Jan 1983,"A631",1506.198,1983
"17569","February",Feb 1983,"A631",1112.196,1983
"17570","March",Mar 1983,"A631",1130.958,1983
"17571","April",Apr 1983,"A631",787.6134,1983
"17572","May",May 1983,"A631",755.718,1983
"17573","June",Jun 1983,"A631",731.3274,1983
"17574","July",Jul 1983,"A631",841.0851,1983
"17575","August",Aug 1983,"A631",671.289,1983
"17576","September",Sep 1983,"A631",751.0275,1983
"17577","October",Oct 1983,"A631",636.5297,1984
"17578","November",Nov 1983,"A631",1571.865,1984
"17579","December",Dec 1983,"A631",1271.673,1984
"17580","January",Jan 1984,"A631",1440.531,1984
"17581","February",Feb 1984,"A631",1196.625,1984
"17582","March",Mar 1984,"A631",918.9474,1984
"17583","April",Apr 1984,"A631",933.0189,1984
"17584","May",May 1984,"A631",923.6379,1984
"17585","June",Jun 1984,"A631",743.5227,1984
"17586","July",Jul 1984,"A631",845.7756,1984
"17587","August",Aug 1984,"A631",739.7703,1984
"17588","September",Sep 1984,"A631",932.0808,1984
"17589","October",Oct 1984,"A631",742.5846,1985
"17590","November",Nov 1984,"A631",1168.482,1985
"17591","December",Dec 1984,"A631",1468.674,1985
"17592","January",Jan 1985,"A631",1177.863,1985
"17593","February",Feb 1985,"A631",1337.34,1985
"17594","March",Mar 1985,"A631",999.624,1985
"17595","April",Apr 1985,"A631",962.1,1985
"17596","May",May 1985,"A631",1093.434,1985
"17597","June",Jun 1985,"A631",783.861,1985
"17598","July",Jul 1985,"A631",652.1249,1985
"17599","August",Aug 1985,"A631",700.3701,1985
"17600","September",Sep 1985,"A631",729.4512,1985
"17601","October",Oct 1985,"A631",710.6892,1986
"17602","November",Nov 1985,"A631",NA,1986
"17603","December",Dec 1985,"A631",1553.103,1986
"17604","January",Jan 1986,"A631",1393.626,1986
"17605","February",Feb 1986,"A631",1365.483,1986
"17606","March",Mar 1986,"A631",962.1,1986
"17607","April",Apr 1986,"A631",837.3327,1986
"17608","May",May 1986,"A631",847.6518,1986
"17609","June",Jun 1986,"A631",814.8183,1986
"17610","July",Jul 1986,"A631",648.2261,1986
"17611","August",Aug 1986,"A631",692.8653,1986
"17612","September",Sep 1986,"A631",637.5044,1986
"17613","October",Oct 1986,"A631",661.8719,1987
"17614","November",Nov 1986,"A631",926.4522,1987
"17615","December",Dec 1986,"A631",1177.863,1987
"17616","January",Jan 1987,"A631",1159.101,1987
"17617","February",Feb 1987,"A631",1140.339,1987
"17618","March",Mar 1987,"A631",990.243,1987
"17619","April",Apr 1987,"A631",736.0179,1987
"17620","May",May 1987,"A631",724.7607,1987
"17621","June",Jun 1987,"A631",645.302,1987
"17622","July",Jul 1987,"A631",734.1417,1987
"17623","August",Aug 1987,"A631",646.2767,1987
"17624","September",Sep 1987,"A631",609.2381,1987
"17625","October",Oct 1987,"A631",680.67,1988
"17626","November",Nov 1987,"A631",646.2767,1988
"17627","December",Dec 1987,"A631",1721.961,1988
"17628","January",Jan 1988,"A631",1206.006,1988
"17629","February",Feb 1988,"A631",1459.293,1988
"17630","March",Mar 1988,"A631",1112.196,1988
"17631","April",Apr 1988,"A631",NA,1988
"17632","May",May 1988,"A631",805.4373,1988
"17633","June",Jun 1988,"A631",851.4042,1988
"17634","July",Jul 1988,"A631",749.1513,1988
"17635","August",Aug 1988,"A631",646.2767,1988
"17636","September",Sep 1988,"A631",648.2261,1988
"17637","October",Oct 1988,"A631",695.6796,1989
"17638","November",Nov 1988,"A631",1224.768,1989
"17639","December",Dec 1988,"A631",1327.959,1989
"17640","January",Jan 1989,"A631",1553.103,1989
"17641","February",Feb 1989,"A631",1365.483,1989
"17642","March",Mar 1989,"A631",1571.865,1989
"17643","April",Apr 1989,"A631",1215.387,1989
"17644","May",May 1989,"A631",877.671,1989
"17645","June",Jun 1989,"A631",774.48,1989
"17646","July",Jul 1989,"A631",660.9699,1989
"17647","August",Aug 1989,"A631",680.67,1989
"17648","September",Sep 1989,"A631",690.9891,1989
"17649","October",Oct 1989,"A631",622.8839,1990
"17650","November",Nov 1989,"A631",1393.626,1990
"17651","December",Dec 1989,"A631",1609.389,1990
"17652","January",Jan 1990,"A631",NA,1990
"17653","February",Feb 1990,"A631",1337.34,1990
"17654","March",Mar 1990,"A631",877.671,1990
"17655","April",Apr 1990,"A631",690.051,1990
"17656","May",May 1990,"A631",625.808,1990
"17657","June",Jun 1990,"A631",625.808,1990
"17658","July",Jul 1990,"A631",727.575,1990
"17659","August",Aug 1990,"A631",877.671,1990
"17660","September",Sep 1990,"A631",718.194,1990
"17661","October",Oct 1990,"A631",1243.53,1991
"17662","November",Nov 1990,"A631",NA,1991
"17663","December",Dec 1990,"A631",NA,1991
"17664","January",Jan 1991,"A631",1524.96,1991
"17665","February",Feb 1991,"A631",1337.34,1991
"17666","March",Mar 1991,"A631",1337.34,1991
"17667","April",Apr 1991,"A631",962.1,1991
"17668","May",May 1991,"A631",655.049,1991
"17669","June",Jun 1991,"A631",690.051,1991
"17670","July",Jul 1991,"A631",708.813,1991
"17671","August",Aug 1991,"A631",793.242,1991
"17672","September",Sep 1991,"A631",661.908,1991
"17673","October",Oct 1991,"A631",655.049,1992
"17674","November",Nov 1991,"A631",962.1,1992
"17675","December",Dec 1991,"A631",1337.34,1992
"17676","January",Jan 1992,"A631",1149.72,1992
"17677","February",Feb 1992,"A631",1337.34,1992
"17678","March",Mar 1992,"A631",1055.91,1992
"17679","April",Apr 1992,"A631",830.766,1992
"17680","May",May 1992,"A631",783.861,1992
"17681","June",Jun 1992,"A631",616.061,1992
"17682","July",Jul 1992,"A631",645.302,1992
"17683","August",Aug 1992,"A631",508.844,1992
"17684","September",Sep 1992,"A631",499.097,1992
"17685","October",Oct 1992,"A631",528.338,1993
"17686","November",Nov 1992,"A631",2087.82,1993
"17687","December",Dec 1992,"A631",1900.2,1993
"17688","January",Jan 1993,"A631",1243.53,1993
"17689","February",Feb 1993,"A631",1337.34,1993
"17690","March",Mar 1993,"A631",962.1,1993
"17691","April",Apr 1993,"A631",1337.34,1993
"17692","May",May 1993,"A631",1055.91,1993
"17693","June",Jun 1993,"A631",NA,1993
"17694","July",Jul 1993,"A631",708.813,1993
"17695","August",Aug 1993,"A631",671.289,1993
"17696","September",Sep 1993,"A631",736.956,1993
"17697","October",Oct 1993,"A631",755.718,1994
"17698","November",Nov 1993,"A631",699.432,1994
"17699","December",Dec 1993,"A631",1524.96,1994
"17700","January",Jan 1994,"A631",1618.77,1994
"17701","February",Feb 1994,"A631",1806.39,1994
"17702","March",Mar 1994,"A631",1618.77,1994
"17703","April",Apr 1994,"A631",1393.626,1994
"17704","May",May 1994,"A631",906.7521,1994
"17705","June",Jun 1994,"A631",846.7137,1994
"17706","July",Jul 1994,"A631",735.0798,1994
"17707","August",Aug 1994,"A631",621.9092,1994
