CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text,Value_orig,det_Flag
1995-02-16T19:30:00Z,1995,2,L5358-7,322,NA,Dissolved Oxygen,12,mg/L,,0.5,1,,12,FALSE
1995-04-11T19:20:00Z,1995,4,L5829-7,322,NA,Conductivity,140,umhos/cm,,0.5,1,,140,FALSE
1997-09-09T16:15:00Z,1997,9,L11820-12,322,NA,Nitrite + Nitrate Nitrogen,1.7688660000000003,mg/L,,0.05,0.1,,1.86,FALSE
1991-07-17T07:00:00Z,1991,7,9110950,322,1,Orthophosphate Phosphorus,0.03964208077390885,mg/L,,NA,NA,.040||King County Nstream Database/B53311,0.04,FALSE
1995-05-16T18:25:00Z,1995,5,L6041-13,322,NA,Ammonia Nitrogen,0.02,mg/L,<MDL,0.02,0.04,,NA,TRUE
1980-09-10T07:00:00Z,1980,9,8015641,322,1,Total Suspended Solids,0.33,mg/L,,NA,NA,.33||King County Nstream Database/RS2,0.33,FALSE
2011-09-06T17:40:00Z,2011,9,L54039-5,322,NA,"Dissolved Oxygen, Field",10.4,mg/L,,0.5,1,,10.4,FALSE
1993-03-22T19:20:00Z,1993,3,L396-6,322,NA,Total Phosphorus,0.13424661784653122,mg/L,,0.005,0.01,,0.14,FALSE
1981-06-25T07:00:00Z,1981,6,8115395,322,1,Fecal Coliform,170,ORG/100ml,,NA,NA,170||King County Nstream Database/RS3,170,FALSE
2010-05-03T19:13:00Z,2010,5,L50748-5,322,NA,"pH, Field",7.85,pH,,NA,NA,,7.85,FALSE
1988-11-16T08:00:00Z,1988,11,8811014,322,1,Fecal Coliform,470,ORG/100ml,,NA,NA,470||King County Nstream Database/B53311,470,FALSE
2001-12-14T18:00:00Z,2001,12,L22976-26,322,NA,Total Nitrogen,3.0087142978268546,mg/L,,0.05,0.1,,3.02,FALSE
1992-11-17T08:00:00Z,1992,11,L6-8,322,NA,Nitrite + Nitrate Nitrogen,2.27544,mg/L,,0.05,0.1,,2.4,FALSE
1986-03-20T08:00:00Z,1986,3,8603072,322,1,Temperature,8.9,deg C,,NA,NA,8.9||King County Nstream Database/B53311,8.9,FALSE
2003-09-10T18:50:00Z,2003,9,L29542-7,322,NA,Nitrite + Nitrate Nitrogen,1.215387,mg/L,,0.02,0.04,,1.27,FALSE
2018-05-16T18:46:00Z,2018,5,L70038-7,322,NA,Total Phosphorus,0.0563,mg/L,,0.005,0.01,,0.0563,FALSE
2013-06-04T18:29:00Z,2013,6,L58012-8,322,NA,Nitrite + Nitrate Nitrogen,1.35,mg/L,,0.01,0.04,,1.35,FALSE
2002-03-11T20:30:00Z,2002,3,L23636-7,322,NA,Total Phosphorus,0.19934770792853987,mg/L,,0.005,0.01,,0.172,FALSE
1992-04-15T07:00:00Z,1992,4,9209078,322,1,Turbidity,2.2,NTU,,NA,NA,2.2||King County Nstream Database/B40176,2.2,FALSE
2016-10-12T18:46:00Z,2016,10,L66361-7,322,NA,Fecal Coliform,14,CFU/100ml,,NA,NA,,14,FALSE
1977-11-21T08:00:00Z,1977,11,7715378,322,1,Temperature,11.3,deg C,,NA,NA,11.3||King County Nstream Database/BSN,11.3,FALSE
1995-12-01T22:15:00Z,1995,12,L7184-7,322,NA,Ammonia Nitrogen,0.343,mg/L,,0.02,0.04,,0.343,FALSE
1995-12-01T22:20:00Z,1995,12,L7184-8,322,NA,"pH, Field",7.35,pH,,NA,NA,,7.35,FALSE
1982-02-25T08:00:00Z,1982,2,8215139,322,1,Nitrite + Nitrate Nitrogen,2.144106,mg/L,,NA,NA,2.261||King County Nstream Database/RS3,2.26,FALSE
1972-10-16T07:00:00Z,1972,10,7215937,322,1,Turbidity,2.1,NTU,,NA,NA,2.1||King County Nstream Database/RBC,2.1,FALSE
1973-05-31T07:00:00Z,1973,5,7315449,322,1,Total Suspended Solids,3.5,mg/L,,NA,NA,3.50||King County Nstream Database/RBC,3.5,FALSE
1992-12-15T08:00:00Z,1992,12,L146-8,322,NA,Enterococcus,42,CFU/100ml,,NA,NA,,42,FALSE
1996-04-01T19:45:00Z,1996,4,L8203-7,322,NA,Ammonia Nitrogen,0.024,mg/L,<RDL,0.02,0.04,,0.024,FALSE
1993-07-13T17:30:00Z,1993,7,L1507-10,322,NA,Turbidity,1.1,NTU,,0.5,1,,1.1,FALSE
1995-05-09T18:10:00Z,1995,5,L6051-7,322,NA,Total Nitrogen,2.3359584512752094,mg/L,,0.05,0.1,,2.34,FALSE
1985-02-14T08:00:00Z,1985,2,8515088,322,1,Total Suspended Solids,7.34,mg/L,,NA,NA,7.34||King County Nstream Database/RS4,7.34,FALSE
1992-11-17T08:00:00Z,1992,11,L6-8,322,NA,Enterococcus,23,CFU/100ml,,NA,NA,,23,FALSE
2015-04-15T18:00:00Z,2015,4,L62513-7,322,NA,Orthophosphate Phosphorus,0.0819,mg/L,,5e-4,0.002,,0.0819,FALSE
1986-11-13T08:00:00Z,1986,11,8610005,322,1,Ammonia Nitrogen,0.018,mg/L,,NA,NA,.018||King County Nstream Database/B53311,0.018,FALSE
1983-08-18T07:00:00Z,1983,8,8315414,322,1,Orthophosphate Phosphorus,0.03270471130955156,mg/L,,NA,NA,.032||King County Nstream Database/RS4,0.032,FALSE
2016-12-14T18:43:00Z,2016,12,L66681-7,322,NA,"Dissolved Oxygen, Field",13.1,mg/L,,0.5,1,,13.1,FALSE
1995-02-14T16:41:00Z,1995,2,L5336-13,322,NA,Nitrite + Nitrate Nitrogen,2.6600610000000002,mg/L,,0.05,0.1,,2.81,FALSE
1999-04-13T18:20:00Z,1999,4,L15281-7,322,NA,Storm Or Non-Storm,NA,none,,NA,NA,N,NA,TRUE
2003-03-08T23:25:00Z,2003,3,L27032-5,322,NA,Fecal Coliform,340,CFU/100ml,,NA,NA,,340,FALSE
2002-05-14T18:25:00Z,2002,5,L24078-8,322,NA,Orthophosphate Phosphorus,0.01886173555302104,mg/L,,0.002,0.005,,0.0169,FALSE
1995-03-09T19:30:00Z,1995,3,L5621-8,322,NA,Enterococcus,690,CFU/100ml,,NA,NA,,690,FALSE
