Year,Month,09a,15c,18a,26a,35c,46a
2010,7,2.8769020066191993,-0.5438017562965469,2.0096852587663765,3.69011147993342,1.4674884149334912,0.5052141112099777
2010,8,1.548224131379532,-0.8504113960185768,1.5295807721761066,3.050516568001944,1.5662338350474714,0.06316169192710243
2010,9,1.46707521044463,-0.030592610351424156,2.101022372896518,3.107774338183826,2.306399948929164,0.773232282772425
2010,10,1.559316708345379,0.4804554249427307,2.392536241783461,3.27318529700379,2.1985615631806703,1.3187454834693866
2010,11,3.454884196317319,1.886610576296128,3.0667453141747214,3.890826102074821,2.4716195159818306,2.1212097258431846
2010,12,4.29551959989014,2.8974749304887406,3.629534399175214,4.418071907282284,3.228487393128987,2.8095552908291035
2011,1,4.538096353258723,2.9379625196893597,3.7914419154731465,4.584848183782146,2.8713671275833375,2.868594335176983
2011,2,4.175653767810905,2.121975636500096,3.4351963350968813,4.2341619251484985,2.72313781177986,2.3636871572471967
2011,3,4.301032409754615,2.600092449676193,3.6299022572679025,4.326217144672131,3.2291975386843736,2.7522848608622934
2011,4,4.477492536223502,2.476704504125293,3.5349227614882897,4.393615522531139,2.641700406576695,2.581944904374725
2011,5,4.185685258304622,1.6963157266039972,3.0835003539743835,4.070033866766225,2.589012715484187,2.093726253208047
2011,6,3.8167421906414494,0.6920770645171912,2.746166042631238,3.6499357566887087,1.9019709095036545,1.3752578392636703
2011,7,2.4951375239869806,-0.5777057022680336,2.370059918295762,3.230141391349441,1.7512997376198154,0.6727787230998472
2011,8,1.5515099472967389,-2.1190928928106865,1.241718890903839,2.8946917130649807,1.5599208157889428,-0.003892878615263862
2011,9,1.3081314250028817,-1.6628652466056368,1.4376710193184477,2.8135955041912637,1.7882053694487159,-0.12504316809093974
2011,10,1.4157214068587902,-0.07610492665977703,2.1807714006642134,3.050319806785042,2.0948552189273366,0.7203477480725283
2011,11,2.305124540146008,1.411393738483105,2.9523928572476086,3.2672172213509274,2.510142213431812,1.9228498985505647
2011,12,2.9917013809717132,0.8061697273154713,2.66136279145172,3.528330906511898,2.208977950315037,1.4911774859592937
2012,1,3.9800876043564717,2.3110907270955576,3.5389541150181714,4.08738192897651,2.7725384004587634,2.506040092743935
2012,2,4.286348503631942,2.2623348978557982,3.6202422950488575,4.28560876208761,2.675214255028477,2.3312946645428783
2012,3,4.329599873253232,2.5898346434410713,3.75754451591723,4.272679396442193,3.0281745884748874,2.935677574349609
2012,4,4.1158241624421334,1.8846234760459077,3.2294703877514492,4.1178581231723745,2.4956008750013194,2.2181231641232135
2012,5,3.8781362974333544,1.1506555615567688,2.855337439170929,3.9687395005149146,2.2457686374580255,1.8604674328619337
2012,6,3.643661968802244,1.0144775816843012,2.732980047737435,3.658297157175801,2.209516727813084,1.518993618651743
2012,7,2.7595033702044933,-0.09025280388756678,2.097071692875252,3.2122942851498317,1.8953125125711578,0.5889691359930086
2012,8,1.6755482640277544,-1.2904325211557017,1.4503473362338768,2.811255635447386,1.4369281406798982,0.09711035304833868
2012,9,0.766941887515539,-1.4749606900504957,0.979932222954398,2.600351440189398,1.7532990956789014,-0.027315607613429566
2012,10,0.9893623147111529,0.21411065110798302,1.6963477848676924,2.6715791267809013,2.0888383391952687,1.0906835861839765
2012,11,3.1955257499506655,2.0127733888661736,3.4592831308550567,3.6269901480183764,3.1394892503406107,2.358648937158501
2012,12,4.165509298404693,3.006681521540466,4.087000833638131,4.29206486161226,3.544574382978891,2.948762907171141
2013,1,4.110627692059565,2.183801741778874,3.5575689214105495,4.02192649065863,2.965095617240902,2.339583123296107
2013,2,3.8754766018363855,1.9511803437815036,3.4847284352042127,3.8796785182465228,2.5838454298770426,2.235660644638963
2013,3,3.48138390985912,1.8832173258704445,3.3523893462241707,3.7903709925927687,2.564154958555745,2.3318153137038293
