Locator,Year,Month,Parameter,Value,Units,AveQ (cfs)
3106,2000,Feb,Dissolved Oxygen,11,mg/L,
3106,2000,Feb,Fecal Coliform,145.33333333333334,CFU/100ml,
3106,2000,Feb,Nitrite + Nitrate Nitrogen,556.6043,ug/L,
3106,2000,Feb,Orthophosphate Phosphorus,22.63870826747403,ug/L,
3106,2000,Feb,Temperature,6.756666666666667,deg C,
3106,2000,Feb,Total Alkalinity,31.5,mg CaCO3/L,
3106,2000,Feb,Total Nitrogen,759.1180284379429,ug/L,
3106,2000,Feb,Total Phosphorus,47.37172731102736,ug/L,
3106,2000,Feb,Total Suspended Solids,10.033333333333333,mg/L,
3106,2000,Feb,Turbidity,7.133333333333333,NTU,
3106,2000,Feb,"pH, Field",7.093333333333333,pH,
3106,2000,Mar,Ammonia Nitrogen,28.2,ug/L,
3106,2000,Mar,Conductivity,87.25,umhos/cm,
3106,2000,Mar,Fecal Coliform,50,CFU/100ml,
3106,2000,Mar,Nitrite + Nitrate Nitrogen,541.0091,ug/L,
3106,2000,Mar,Orthophosphate Phosphorus,16.724948835689005,ug/L,
3106,2000,Mar,Temperature,8.29,deg C,
3106,2000,Mar,Total Alkalinity,34.7,mg CaCO3/L,
3106,2000,Mar,Total Nitrogen,725.4803126101223,ug/L,
3106,2000,Mar,Total Phosphorus,47.9694965829412,ug/L,
3106,2000,Mar,Total Suspended Solids,7.9,mg/L,
3106,2000,Mar,Turbidity,4.9,NTU,
3106,2000,Mar,"pH, Field",7.17,pH,
3106,2000,Apr,Ammonia Nitrogen,5,ug/L,
3106,2000,Apr,Conductivity,68.7,umhos/cm,
3106,2000,Apr,Dissolved Oxygen,9.52,mg/L,
3106,2000,Apr,Fecal Coliform,41,CFU/100ml,
3106,2000,Apr,Nitrite + Nitrate Nitrogen,246.6497,ug/L,
3106,2000,Apr,Orthophosphate Phosphorus,12.616436611602932,ug/L,
3106,2000,Apr,Temperature,10.9,deg C,
3106,2000,Apr,Total Alkalinity,24.9,mg CaCO3/L,
3106,2000,Apr,Total Nitrogen,354.67940281380976,ug/L,
3106,2000,Apr,Total Phosphorus,26.280945686449858,ug/L,
3106,2000,Apr,Total Suspended Solids,11,mg/L,
3106,2000,Apr,Turbidity,3.6,NTU,
3106,2000,Apr,"pH, Field",7.1,pH,
3106,2000,May,Ammonia Nitrogen,13,ug/L,
3106,2000,May,Conductivity,71.2,umhos/cm,
3106,2000,May,Dissolved Oxygen,9.96,mg/L,
3106,2000,May,Fecal Coliform,58,CFU/100ml,
3106,2000,May,Nitrite + Nitrate Nitrogen,230.07980000000003,ug/L,
3106,2000,May,Orthophosphate Phosphorus,10.375960890306038,ug/L,
3106,2000,May,Temperature,9.75,deg C,
3106,2000,May,Total Alkalinity,25.8,mg CaCO3/L,
3106,2000,May,Total Nitrogen,334.56749256344915,ug/L,
3106,2000,May,Total Phosphorus,25.494292650821002,ug/L,
3106,2000,May,Total Suspended Solids,5.6,mg/L,
3106,2000,May,Turbidity,2.5,NTU,
3106,2000,May,"pH, Field",7.05,pH,
3106,2000,Jun,Ammonia Nitrogen,21.4,ug/L,
3106,2000,Jun,Conductivity,76.2,umhos/cm,
3106,2000,Jun,Fecal Coliform,1200,CFU/100ml,
3106,2000,Jun,Nitrite + Nitrate Nitrogen,274.91600000000005,ug/L,
3106,2000,Jun,Orthophosphate Phosphorus,13.433160257667572,ug/L,
3106,2000,Jun,Total Alkalinity,27.9,mg CaCO3/L,
3106,2000,Jun,Total Nitrogen,456.1152668428918,ug/L,
3106,2000,Jun,Total Phosphorus,39.5216272957547,ug/L,
3106,2000,Jun,Total Suspended Solids,15.5,mg/L,
3106,2000,Jun,Turbidity,4.2,NTU,
3106,2000,Jul,Ammonia Nitrogen,14,ug/L,
3106,2000,Jul,Conductivity,92.1,umhos/cm,
3106,2000,Jul,Dissolved Oxygen,8.2,mg/L,
3106,2000,Jul,Fecal Coliform,52,CFU/100ml,
3106,2000,Jul,Nitrite + Nitrate Nitrogen,246.6497,ug/L,
3106,2000,Jul,Orthophosphate Phosphorus,11.537300786046835,ug/L,
3106,2000,Jul,Temperature,15.1,deg C,
3106,2000,Jul,Total Alkalinity,36.6,mg CaCO3/L,
3106,2000,Jul,Total Nitrogen,400.9031380779213,ug/L,
3106,2000,Jul,Total Phosphorus,26.505834740653132,ug/L,
3106,2000,Jul,Total Suspended Solids,5.9,mg/L,
3106,2000,Jul,Turbidity,2.1,NTU,
3106,2000,Jul,"pH, Field",7.25,pH,
3106,2000,Aug,Ammonia Nitrogen,26.8,ug/L,
3106,2000,Aug,Conductivity,147,umhos/cm,
3106,2000,Aug,Dissolved Oxygen,7.9,mg/L,
3106,2000,Aug,Fecal Coliform,58,CFU/100ml,
3106,2000,Aug,Nitrite + Nitrate Nitrogen,412.3487,ug/L,
3106,2000,Aug,Orthophosphate Phosphorus,16.724948835689005,ug/L,
3106,2000,Aug,Temperature,20.3,deg C,
3106,2000,Aug,Total Alkalinity,50.5,mg CaCO3/L,
3106,2000,Aug,Total Nitrogen,552.3613574157046,ug/L,
3106,2000,Aug,Total Phosphorus,46.48192177675052,ug/L,
3106,2000,Aug,Total Suspended Solids,6.4,mg/L,
3106,2000,Aug,Turbidity,1.9,NTU,
3106,2000,Aug,"pH, Field",7.22,pH,
3106,2000,Sep,Ammonia Nitrogen,48.7,ug/L,
3106,2000,Sep,Conductivity,139,umhos/cm,
3106,2000,Sep,Dissolved Oxygen,8.5,mg/L,
3106,2000,Sep,Fecal Coliform,130,CFU/100ml,
3106,2000,Sep,Nitrite + Nitrate Nitrogen,414.2981,ug/L,
3106,2000,Sep,Orthophosphate Phosphorus,18.282999918918136,ug/L,
3106,2000,Sep,Temperature,14.7,deg C,
3106,2000,Sep,Total Alkalinity,47.3,mg CaCO3/L,
3106,2000,Sep,Total Nitrogen,680.4846526783533,ug/L,
3106,2000,Sep,Total Phosphorus,66.61242474156064,ug/L,
3106,2000,Sep,Total Suspended Solids,11.5,mg/L,
3106,2000,Sep,Turbidity,4.8,NTU,
3106,2000,Sep,"pH, Field",7.09,pH,
3106,2000,Nov,Ammonia Nitrogen,31.150000000000002,ug/L,
3106,2000,Nov,Conductivity,100.3,umhos/cm,
3106,2000,Nov,Dissolved Oxygen,10.35,mg/L,
3106,2000,Nov,Fecal Coliform,171.5,CFU/100ml,
3106,2000,Nov,Nitrite + Nitrate Nitrogen,327.5498,ug/L,
3106,2000,Nov,Orthophosphate Phosphorus,14.642300120723196,ug/L,
3106,2000,Nov,Temperature,7.390000000000001,deg C,
3106,2000,Nov,Total Alkalinity,37.5,mg CaCO3/L,
3106,2000,Nov,Total Nitrogen,525.8052539401258,ug/L,
3106,2000,Nov,Total Phosphorus,28.364208704300655,ug/L,
3106,2000,Nov,Total Suspended Solids,3.8,mg/L,
3106,2000,Nov,Turbidity,2.56,NTU,
3106,2000,Nov,"pH, Field",7.055,pH,
3106,2000,Dec,Ammonia Nitrogen,48.9,ug/L,
3106,2000,Dec,Conductivity,110,umhos/cm,
3106,2000,Dec,Dissolved Oxygen,12,mg/L,
3106,2000,Dec,Fecal Coliform,5,CFU/100ml,
3106,2000,Dec,Nitrite + Nitrate Nitrogen,446.46320000000003,ug/L,
3106,2000,Dec,Orthophosphate Phosphorus,14.443064753676271,ug/L,
3106,2000,Dec,Temperature,2.6,deg C,
3106,2000,Dec,Total Alkalinity,37.7,mg CaCO3/L,
3106,2000,Dec,Total Nitrogen,604.4372378120861,ug/L,
3106,2000,Dec,Total Phosphorus,23.25080630117232,ug/L,
3106,2000,Dec,Total Suspended Solids,1.7,mg/L,
3106,2000,Dec,Turbidity,1.2,NTU,
3106,2000,Dec,"pH, Field",7.41,pH,
3106,2001,Jan,Ammonia Nitrogen,10,ug/L,
3106,2001,Jan,Conductivity,59.7,umhos/cm,
3106,2001,Jan,Dissolved Oxygen,9.7,mg/L,
3106,2001,Jan,Fecal Coliform,12,CFU/100ml,
3106,2001,Jan,Nitrite + Nitrate Nitrogen,425.0198,ug/L,
3106,2001,Jan,Orthophosphate Phosphorus,16.528592717261088,ug/L,
3106,2001,Jan,Temperature,6.06,deg C,
3106,2001,Jan,Total Alkalinity,22.3,mg CaCO3/L,
3106,2001,Jan,Total Nitrogen,557.3702968778116,ug/L,
3106,2001,Jan,Total Phosphorus,32.37187958666938,ug/L,
3106,2001,Jan,Total Suspended Solids,6.7,mg/L,
3106,2001,Jan,Turbidity,3.4,NTU,
3106,2001,Jan,"pH, Field",7.16,pH,
3106,2001,Feb,Ammonia Nitrogen,26.4,ug/L,
3106,2001,Feb,Conductivity,113.5,umhos/cm,
3106,2001,Feb,Dissolved Oxygen,12.5,mg/L,
3106,2001,Feb,Fecal Coliform,7,CFU/100ml,
3106,2001,Feb,Nitrite + Nitrate Nitrogen,561.4777999999999,ug/L,
3106,2001,Feb,Orthophosphate Phosphorus,16.036053745501864,ug/L,
3106,2001,Feb,Temperature,3.99,deg C,
3106,2001,Feb,Total Alkalinity,37.5,mg CaCO3/L,
3106,2001,Feb,Total Nitrogen,700.4855589370037,ug/L,
3106,2001,Feb,Total Phosphorus,28.30697586236138,ug/L,
3106,2001,Feb,Total Suspended Solids,2.3,mg/L,
3106,2001,Feb,Turbidity,1.7,NTU,
3106,2001,Feb,"pH, Field",7.1,pH,
3106,2001,Mar,Ammonia Nitrogen,12,ug/L,
3106,2001,Mar,Conductivity,156,umhos/cm,
3106,2001,Mar,Dissolved Oxygen,10.5,mg/L,
3106,2001,Mar,Fecal Coliform,27,CFU/100ml,
3106,2001,Mar,Nitrite + Nitrate Nitrogen,478.6283,ug/L,
3106,2001,Mar,Orthophosphate Phosphorus,14.943760989215406,ug/L,
3106,2001,Mar,Temperature,7.9,deg C,
3106,2001,Mar,Total Alkalinity,46.3,mg CaCO3/L,
3106,2001,Mar,Total Nitrogen,594.4255190980683,ug/L,
3106,2001,Mar,Total Phosphorus,32.711343839502575,ug/L,
3106,2001,Mar,Total Suspended Solids,3.3,mg/L,
3106,2001,Mar,Turbidity,2.4,NTU,
3106,2001,Mar,"pH, Field",7.1,pH,
3106,2001,Apr,Ammonia Nitrogen,37.050000000000004,ug/L,
3106,2001,Apr,Conductivity,74.43333333333334,umhos/cm,
3106,2001,Apr,Dissolved Oxygen,10.25,mg/L,
3106,2001,Apr,Fecal Coliform,380,CFU/100ml,
3106,2001,Apr,Nitrite + Nitrate Nitrogen,255.42199999999997,ug/L,
3106,2001,Apr,Orthophosphate Phosphorus,12.7423279794324,ug/L,
3106,2001,Apr,Temperature,8.825,deg C,
3106,2001,Apr,Total Alkalinity,27.35,mg CaCO3/L,
3106,2001,Apr,Total Nitrogen,586.9062781317504,ug/L,
3106,2001,Apr,Total Phosphorus,47.053903183765414,ug/L,
3106,2001,Apr,Total Suspended Solids,8.75,mg/L,
3106,2001,Apr,Turbidity,3.65,NTU,
3106,2001,Apr,"pH, Field",7.15,pH,
3106,2001,May,Ammonia Nitrogen,84,ug/L,
3106,2001,May,Conductivity,67.85,umhos/cm,
3106,2001,May,Dissolved Oxygen,8.9,mg/L,
3106,2001,May,Fecal Coliform,220,CFU/100ml,
3106,2001,May,Nitrite + Nitrate Nitrogen,268.09310000000005,ug/L,
3106,2001,May,Orthophosphate Phosphorus,16.233355714791646,ug/L,
3106,2001,May,Temperature,11.2,deg C,
3106,2001,May,Total Alkalinity,27.3,mg CaCO3/L,
3106,2001,May,Total Nitrogen,511.27409601451757,ug/L,
3106,2001,May,Total Phosphorus,51.9812982171333,ug/L,
3106,2001,May,Total Suspended Solids,10.4,mg/L,
3106,2001,May,Turbidity,4.8,NTU,
3106,2001,May,"pH, Field",6.9,pH,
3106,2001,Jun,Ammonia Nitrogen,25.5,ug/L,
3106,2001,Jun,Conductivity,77.15,umhos/cm,
3106,2001,Jun,Dissolved Oxygen,8.4,mg/L,
3106,2001,Jun,Fecal Coliform,590,CFU/100ml,
3106,2001,Jun,Nitrite + Nitrate Nitrogen,284.663,ug/L,
3106,2001,Jun,Orthophosphate Phosphorus,15.640276137146525,ug/L,
3106,2001,Jun,Temperature,13.8,deg C,
3106,2001,Jun,Total Alkalinity,34.8,mg CaCO3/L,
3106,2001,Jun,Total Nitrogen,462.1350666082496,ug/L,
3106,2001,Jun,Total Phosphorus,46.02449219993406,ug/L,
3106,2001,Jun,Total Suspended Solids,9.2,mg/L,
3106,2001,Jun,Turbidity,4.79,NTU,
3106,2001,Jun,"pH, Field",6.8,pH,
3106,2001,Jul,Ammonia Nitrogen,15,ug/L,
3106,2001,Jul,Conductivity,115,umhos/cm,
3106,2001,Jul,Dissolved Oxygen,8.9,mg/L,
3106,2001,Jul,Fecal Coliform,44,CFU/100ml,
3106,2001,Jul,Nitrite + Nitrate Nitrogen,202.7882,ug/L,
3106,2001,Jul,Orthophosphate Phosphorus,10.836297692823983,ug/L,
3106,2001,Jul,Temperature,18,deg C,
3106,2001,Jul,Total Alkalinity,40.5,mg CaCO3/L,
3106,2001,Jul,Total Nitrogen,357.69539329490505,ug/L,
3106,2001,Jul,Total Phosphorus,26.505834740653132,ug/L,
3106,2001,Jul,Total Suspended Solids,3.9,mg/L,
3106,2001,Jul,Turbidity,1.6,NTU,
3106,2001,Jul,"pH, Field",6.8,pH,
3106,2001,Aug,Ammonia Nitrogen,41.5,ug/L,
3106,2001,Aug,Conductivity,186.5,umhos/cm,
3106,2001,Aug,Dissolved Oxygen,7.5,mg/L,
3106,2001,Aug,Fecal Coliform,60,CFU/100ml,
3106,2001,Aug,Nitrite + Nitrate Nitrogen,311.9546,ug/L,
3106,2001,Aug,Orthophosphate Phosphorus,13.025822548290348,ug/L,
3106,2001,Aug,Temperature,18.4,deg C,
3106,2001,Aug,Total Alkalinity,56,mg CaCO3/L,
3106,2001,Aug,Total Nitrogen,518.2907997452282,ug/L,
3106,2001,Aug,Total Phosphorus,48.31298173936528,ug/L,
3106,2001,Aug,Total Suspended Solids,3.96,mg/L,
3106,2001,Aug,Turbidity,2.92,NTU,
3106,2001,Aug,"pH, Field",6.9,pH,
3106,2001,Sep,Ammonia Nitrogen,53.6,ug/L,
3106,2001,Sep,Conductivity,167,umhos/cm,
3106,2001,Sep,Dissolved Oxygen,6.8,mg/L,
3106,2001,Sep,Fecal Coliform,49,CFU/100ml,
3106,2001,Sep,Nitrite + Nitrate Nitrogen,289.5365,ug/L,
3106,2001,Sep,Orthophosphate Phosphorus,15.83836269406522,ug/L,
3106,2001,Sep,Temperature,17.5,deg C,
3106,2001,Sep,Total Alkalinity,55.2,mg CaCO3/L,
3106,2001,Sep,Total Nitrogen,507.26420738643077,ug/L,
3106,2001,Sep,Total Phosphorus,56.80773207982361,ug/L,
3106,2001,Sep,Total Suspended Solids,3.9,mg/L,
3106,2001,Sep,Turbidity,2.41,NTU,
3106,2001,Sep,"pH, Field",7.1,pH,
3106,2001,Oct,Ammonia Nitrogen,59.4,ug/L,
3106,2001,Oct,Conductivity,159,umhos/cm,
3106,2001,Oct,Fecal Coliform,35,CFU/100ml,
3106,2001,Oct,Nitrite + Nitrate Nitrogen,318.7775,ug/L,
3106,2001,Oct,Orthophosphate Phosphorus,13.83853135440864,ug/L,
3106,2001,Oct,Temperature,12.1,deg C,
3106,2001,Oct,Total Alkalinity,49.8,mg CaCO3/L,
3106,2001,Oct,Total Nitrogen,552.3613574157046,ug/L,
3106,2001,Oct,Total Phosphorus,45.91015610884622,ug/L,
3106,2001,Oct,Total Suspended Solids,2.6,mg/L,
3106,2001,Oct,Turbidity,2.14,NTU,
3106,2001,Oct,"pH, Field",7.5,pH,
3106,2001,Nov,Ammonia Nitrogen,23.2,ug/L,
3106,2001,Nov,Conductivity,65.30000000000001,umhos/cm,
3106,2001,Nov,Dissolved Oxygen,7.5,mg/L,
3106,2001,Nov,Fecal Coliform,1200,CFU/100ml,
3106,2001,Nov,Nitrite + Nitrate Nitrogen,310.97990000000004,ug/L,
3106,2001,Nov,Orthophosphate Phosphorus,20.486493620006037,ug/L,
3106,2001,Nov,Temperature,10.4,deg C,
3106,2001,Nov,Total Alkalinity,23.2,mg CaCO3/L,
3106,2001,Nov,Total Nitrogen,582.4096818603398,ug/L,
3106,2001,Nov,Total Phosphorus,60.72395393152692,ug/L,
3106,2001,Nov,Total Suspended Solids,27,mg/L,
3106,2001,Nov,Turbidity,12.4,NTU,
3106,2001,Nov,"pH, Field",7.2,pH,
3106,2001,Dec,Ammonia Nitrogen,23.8,ug/L,
3106,2001,Dec,Conductivity,87.15,umhos/cm,
3106,2001,Dec,Dissolved Oxygen,11.7,mg/L,
3106,2001,Dec,Fecal Coliform,59,CFU/100ml,
3106,2001,Dec,Nitrite + Nitrate Nitrogen,677.8557000000001,ug/L,
3106,2001,Dec,Orthophosphate Phosphorus,29.865018442747154,ug/L,
3106,2001,Dec,Temperature,5.9,deg C,
3106,2001,Dec,Total Alkalinity,30.6,mg CaCO3/L,
3106,2001,Dec,Total Nitrogen,918.2250153574761,ug/L,
3106,2001,Dec,Total Phosphorus,54.62275192040859,ug/L,
3106,2001,Dec,Total Suspended Solids,5.9,mg/L,
3106,2001,Dec,Turbidity,3.45,NTU,
3106,2001,Dec,"pH, Field",7.2,pH,
3106,2002,Jan,Ammonia Nitrogen,12,ug/L,
3106,2002,Jan,Conductivity,62.25,umhos/cm,
3106,2002,Jan,Dissolved Oxygen,8.7,mg/L,
3106,2002,Jan,Fecal Coliform,7,CFU/100ml,
3106,2002,Jan,Nitrite + Nitrate Nitrogen,401.62699999999995,ug/L,
3106,2002,Jan,Orthophosphate Phosphorus,19.150036129003524,ug/L,
3106,2002,Jan,Temperature,6.2,deg C,
3106,2002,Jan,Total Alkalinity,23.8,mg CaCO3/L,
3106,2002,Jan,Total Nitrogen,443.0701852445669,ug/L,
3106,2002,Jan,Total Phosphorus,34.070250299342895,ug/L,
3106,2002,Jan,Total Suspended Solids,5.9,mg/L,
3106,2002,Jan,Turbidity,4.67,NTU,
3106,2002,Jan,"pH, Field",7.2,pH,
3106,2002,Feb,Ammonia Nitrogen,20.1,ug/L,
3106,2002,Feb,Conductivity,102.5,umhos/cm,
3106,2002,Feb,Dissolved Oxygen,11.2,mg/L,
3106,2002,Feb,Fecal Coliform,5,CFU/100ml,
3106,2002,Feb,Nitrite + Nitrate Nitrogen,616.0609999999999,ug/L,
3106,2002,Feb,Orthophosphate Phosphorus,19.724572874955626,ug/L,
3106,2002,Feb,Temperature,5.1,deg C,
3106,2002,Feb,Total Alkalinity,35,mg CaCO3/L,
3106,2002,Feb,Total Nitrogen,814.4075479206201,ug/L,
3106,2002,Feb,Total Phosphorus,37.020068055466346,ug/L,
3106,2002,Feb,Total Suspended Solids,4.39,mg/L,
3106,2002,Feb,Turbidity,3.36,NTU,
3106,2002,Feb,"pH, Field",6.9,pH,
3106,2002,Mar,Ammonia Nitrogen,32,ug/L,
3106,2002,Mar,Conductivity,100.3,umhos/cm,
3106,2002,Mar,Dissolved Oxygen,10.9,mg/L,
3106,2002,Mar,Fecal Coliform,100,CFU/100ml,
3106,2002,Mar,Nitrite + Nitrate Nitrogen,536.1356000000001,ug/L,
3106,2002,Mar,Orthophosphate Phosphorus,11.3437651017004,ug/L,
3106,2002,Mar,Temperature,7.6,deg C,
3106,2002,Mar,Total Alkalinity,35.1,mg CaCO3/L,
3106,2002,Mar,Total Nitrogen,729.478830682602,ug/L,
3106,2002,Mar,Total Phosphorus,38.38394588301121,ug/L,
3106,2002,Mar,Total Suspended Solids,8.4,mg/L,
3106,2002,Mar,Turbidity,4.26,NTU,
3106,2002,Mar,"pH, Field",7.4,pH,
3106,2002,Apr,Ammonia Nitrogen,5,ug/L,
3106,2002,Apr,Conductivity,60.85,umhos/cm,
3106,2002,Apr,Dissolved Oxygen,9.9,mg/L,
3106,2002,Apr,Fecal Coliform,11,CFU/100ml,
3106,2002,Apr,Nitrite + Nitrate Nitrogen,254.44729999999998,ug/L,
3106,2002,Apr,Orthophosphate Phosphorus,9.843489618014411,ug/L,
3106,2002,Apr,Temperature,9,deg C,
3106,2002,Apr,Total Alkalinity,24.2,mg CaCO3/L,
3106,2002,Apr,Total Nitrogen,351.66320809764784,ug/L,
3106,2002,Apr,Total Phosphorus,23.923196183176106,ug/L,
3106,2002,Apr,Total Suspended Solids,7.35,mg/L,
3106,2002,Apr,Turbidity,2.71,NTU,
3106,2002,Apr,"pH, Field",7.3,pH,
3106,2002,May,Ammonia Nitrogen,10,ug/L,
3106,2002,May,Conductivity,66.5,umhos/cm,
3106,2002,May,Dissolved Oxygen,10.6,mg/L,
3106,2002,May,Fecal Coliform,19,CFU/100ml,
3106,2002,May,Nitrite + Nitrate Nitrogen,185.24360000000001,ug/L,
3106,2002,May,Orthophosphate Phosphorus,11.68691270843052,ug/L,
3106,2002,May,Temperature,8.8,deg C,
3106,2002,May,Total Alkalinity,24.9,mg CaCO3/L,
3106,2002,May,Total Nitrogen,271.148923245644,ug/L,
3106,2002,May,Total Phosphorus,27.405960323970262,ug/L,
3106,2002,May,Total Suspended Solids,4,mg/L,
3106,2002,May,Turbidity,3,NTU,
3106,2002,May,"pH, Field",6.8,pH,
3106,2002,Jun,Ammonia Nitrogen,5,ug/L,
3106,2002,Jun,Conductivity,56,umhos/cm,
3106,2002,Jun,Dissolved Oxygen,7.8,mg/L,
3106,2002,Jun,Fecal Coliform,35,CFU/100ml,
3106,2002,Jun,Nitrite + Nitrate Nitrogen,113.11580000000001,ug/L,
3106,2002,Jun,Orthophosphate Phosphorus,9.239955206703122,ug/L,
3106,2002,Jun,Temperature,14.2,deg C,
3106,2002,Jun,Total Alkalinity,23.7,mg CaCO3/L,
3106,2002,Jun,Total Nitrogen,209.6301432392532,ug/L,
3106,2002,Jun,Total Phosphorus,15.233184454423945,ug/L,
3106,2002,Jun,Total Suspended Solids,2.78,mg/L,
3106,2002,Jun,Turbidity,2,NTU,
3106,2002,Jun,"pH, Field",7.1,pH,
3106,2002,Jul,Ammonia Nitrogen,14,ug/L,
3106,2002,Jul,Conductivity,66.3,umhos/cm,
3106,2002,Jul,Dissolved Oxygen,8.9,mg/L,
3106,2002,Jul,Fecal Coliform,230,CFU/100ml,
3106,2002,Jul,Nitrite + Nitrate Nitrogen,177.446,ug/L,
3106,2002,Jul,Orthophosphate Phosphorus,11.283328713625913,ug/L,
3106,2002,Jul,Temperature,14.4,deg C,
3106,2002,Jul,Total Alkalinity,26.2,mg CaCO3/L,
3106,2002,Jul,Total Nitrogen,361.716399256757,ug/L,
3106,2002,Jul,Total Phosphorus,34.523584805784395,ug/L,
3106,2002,Jul,Total Suspended Solids,7.6,mg/L,
3106,2002,Jul,Turbidity,2.51,NTU,
3106,2002,Jul,"pH, Field",6.8,pH,
3106,2002,Aug,Ammonia Nitrogen,44.5,ug/L,
3106,2002,Aug,Conductivity,198,umhos/cm,
3106,2002,Aug,Dissolved Oxygen,7.4,mg/L,
3106,2002,Aug,Fecal Coliform,130,CFU/100ml,
3106,2002,Aug,Nitrite + Nitrate Nitrogen,326.5751,ug/L,
3106,2002,Aug,Orthophosphate Phosphorus,17.214241076705985,ug/L,
3106,2002,Aug,Temperature,19.7,deg C,
3106,2002,Aug,Total Alkalinity,56,mg CaCO3/L,
3106,2002,Aug,Total Nitrogen,549.3558203248035,ug/L,
3106,2002,Aug,Total Phosphorus,51.4075959293923,ug/L,
3106,2002,Aug,Total Suspended Solids,2.32,mg/L,
3106,2002,Aug,Turbidity,2.63,NTU,
3106,2002,Aug,"pH, Field",6.9,pH,
3106,2002,Sep,Ammonia Nitrogen,41.6,ug/L,
3106,2002,Sep,Conductivity,156,umhos/cm,
3106,2002,Sep,Dissolved Oxygen,7.3,mg/L,
3106,2002,Sep,Fecal Coliform,120,CFU/100ml,
3106,2002,Sep,Nitrite + Nitrate Nitrogen,271.0172,ug/L,
3106,2002,Sep,Orthophosphate Phosphorus,14.443064753676271,ug/L,
3106,2002,Sep,Temperature,15.4,deg C,
3106,2002,Sep,Total Alkalinity,49.9,mg CaCO3/L,
3106,2002,Sep,Total Nitrogen,441.062980352841,ug/L,
3106,2002,Sep,Total Phosphorus,40.3185923463336,ug/L,
3106,2002,Sep,Total Suspended Solids,2.22,mg/L,
3106,2002,Sep,Turbidity,2.05,NTU,
3106,2002,Sep,"pH, Field",7.2,pH,
3106,2002,Oct,Ammonia Nitrogen,62,ug/L,
3106,2002,Oct,Conductivity,209,umhos/cm,
3106,2002,Oct,Dissolved Oxygen,10.2,mg/L,
3106,2002,Oct,Fecal Coliform,27,CFU/100ml,
3106,2002,Oct,Nitrite + Nitrate Nitrogen,332.42330000000004,ug/L,
3106,2002,Oct,Orthophosphate Phosphorus,19.533361813023802,ug/L,
3106,2002,Oct,Temperature,10.5,deg C,
3106,2002,Oct,Total Alkalinity,48.6,mg CaCO3/L,
3106,2002,Oct,Total Nitrogen,513.2789462985861,ug/L,
3106,2002,Oct,Total Phosphorus,42.25603513517842,ug/L,
3106,2002,Oct,Total Suspended Solids,2.6,mg/L,
3106,2002,Oct,Turbidity,1.9,NTU,
3106,2002,Oct,"pH, Field",7.3,pH,
3106,2002,Nov,Ammonia Nitrogen,52.8,ug/L,
3106,2002,Nov,Conductivity,159,umhos/cm,
3106,2002,Nov,Dissolved Oxygen,8.6,mg/L,
3106,2002,Nov,Fecal Coliform,130,CFU/100ml,
3106,2002,Nov,Nitrite + Nitrate Nitrogen,313.904,ug/L,
3106,2002,Nov,Orthophosphate Phosphorus,14.743809518547316,ug/L,
3106,2002,Nov,Temperature,9.8,deg C,
3106,2002,Nov,Total Alkalinity,49.7,mg CaCO3/L,
3106,2002,Nov,Total Nitrogen,536.3303036833059,ug/L,
3106,2002,Nov,Total Phosphorus,43.73942035826666,ug/L,
3106,2002,Nov,Total Suspended Solids,3,mg/L,
3106,2002,Nov,Turbidity,2.5,NTU,
3106,2002,Nov,"pH, Field",6.7,pH,
3106,2002,Dec,Ammonia Nitrogen,141,ug/L,
3106,2002,Dec,Conductivity,267,umhos/cm,
3106,2002,Dec,Dissolved Oxygen,9.7,mg/L,
3106,2002,Dec,Fecal Coliform,300,CFU/100ml,
3106,2002,Dec,Nitrite + Nitrate Nitrogen,467.9066,ug/L,
3106,2002,Dec,Orthophosphate Phosphorus,18.08943953420702,ug/L,
3106,2002,Dec,Temperature,6,deg C,
3106,2002,Dec,Total Alkalinity,60.6,mg CaCO3/L,
3106,2002,Dec,Total Nitrogen,720.4819181137343,ug/L,
3106,2002,Dec,Total Phosphorus,51.637053863594495,ug/L,
3106,2002,Dec,Total Suspended Solids,5.4,mg/L,
3106,2002,Dec,Turbidity,4.13,NTU,
3106,2002,Dec,"pH, Field",6.9,pH,
3106,2003,Jan,Ammonia Nitrogen,27.25,ug/L,
3106,2003,Jan,Conductivity,73.9,umhos/cm,
3106,2003,Jan,Dissolved Oxygen,10.7,mg/L,
3106,2003,Jan,Fecal Coliform,72,CFU/100ml,
3106,2003,Jan,Nitrite + Nitrate Nitrogen,621.72595,ug/L,
3106,2003,Jan,Orthophosphate Phosphorus,23.641000282141363,ug/L,
3106,2003,Jan,Temperature,7,deg C,
3106,2003,Jan,Total Alkalinity,24.45,mg CaCO3/L,
3106,2003,Jan,Total Nitrogen,1044.8746872096806,ug/L,
3106,2003,Jan,Total Phosphorus,88.87402503984771,ug/L,
3106,2003,Jan,Total Suspended Solids,28.7,mg/L,
3106,2003,Jan,Turbidity,18.310000000000002,NTU,
3106,2003,Jan,"pH, Field",6.65,pH,
3106,2003,Feb,Ammonia Nitrogen,20,ug/L,
3106,2003,Feb,Conductivity,75.1,umhos/cm,
3106,2003,Feb,Dissolved Oxygen,11.1,mg/L,
3106,2003,Feb,Fecal Coliform,11,CFU/100ml,
3106,2003,Feb,Nitrite + Nitrate Nitrogen,466.9319,ug/L,
